DataSetId	Species	SeqType	GeneSymbol	CellTissue	Treatment	Source	MainAccession	SubAccession	FileName-RBP	UniqAccession	Assembly	newFileName	CitationForShort	Citation	PubMedID	Title	mutation
SBDM611	Mus musculus	eCLIP	Hnrnpa2b1	C2C12	Undifferentiated C2C12 rep2	SRA	SRP124225	SRR6260485	mm10_Hnrnpa2b1_eCLIP_SRR6260485.bed	SRR6260485	mm10	NA	Ruffenach G, Circulation, 2022	Ruffenach G, Medzikovic L, Aryan L, Li M, Eghbali M. HNRNPA2B1: RNA-Binding Protein That Orchestrates Smooth Muscle Cell Phenotype in Pulmonary Arterial Hypertension. Circulation. 2022 Oct 18;146(16):1243-1258.	35993245	HNRNPA2B1: RNA-Binding Protein That Orchestrates Smooth Muscle Cell Phenotype in Pulmonary Arterial Hypertension	none
SBDM612	Mus musculus	eCLIP	Hnrnpa2b1	C2C12	Differentiated C2C12 rep1	SRA	SRP124225	SRR6260487	mm10_Hnrnpa2b1_eCLIP_SRR6260487.bed	SRR6260487	mm10	NA	Ruffenach G, Circulation, 2022	Ruffenach G, Medzikovic L, Aryan L, Li M, Eghbali M. HNRNPA2B1: RNA-Binding Protein That Orchestrates Smooth Muscle Cell Phenotype in Pulmonary Arterial Hypertension. Circulation. 2022 Oct 18;146(16):1243-1258.	35993245	HNRNPA2B1: RNA-Binding Protein That Orchestrates Smooth Muscle Cell Phenotype in Pulmonary Arterial Hypertension	none
SBDM613	Mus musculus	eCLIP	Hnrnpa2b1	C2C12	Differentiated C2C12 rep2	SRA	SRP124225	SRR6260488	mm10_Hnrnpa2b1_eCLIP_SRR6260488.bed	SRR6260488	mm10	NA	Ruffenach G, Circulation, 2022	Ruffenach G, Medzikovic L, Aryan L, Li M, Eghbali M. HNRNPA2B1: RNA-Binding Protein That Orchestrates Smooth Muscle Cell Phenotype in Pulmonary Arterial Hypertension. Circulation. 2022 Oct 18;146(16):1243-1258.	35993245	HNRNPA2B1: RNA-Binding Protein That Orchestrates Smooth Muscle Cell Phenotype in Pulmonary Arterial Hypertension	none
SBDM614	Mus musculus	HITS-CLIP	Trim71	mESCs	ES-E14TG2a, FLAG-Trim71 (R595H), run1	SRA	SRP372973	SRR19019523	mm10_Trim71_HITS-CLIP_SRR19019523.bed	SRR19019523	mm10	NA	Qiuying Liu,  bioRxiv, 2022	Qiuying Liu, Mariah K. Novak, Rachel M. Pepin, Katharine R. Maschhoff, Xiaoli Chen, Shaojie Zhang, Wenqian Hu, A congenital hydrocephalus causing mutation in Trim71 results in stem cell differentiation defects through inhibiting Lsd1 mRNA translation. bioRxiv. 2022	-	A congenital hydrocephalus causing mutation in Trim71 results in stem cell differentiation defects through inhibiting Lsd1 mRNA translation	none
SBDM615	Mus musculus	HITS-CLIP	Trim71	mESCs	ES-E14TG2a, FLAG-Trim71 (R595H), run2	SRA	SRP372973	SRR19019524	mm10_Trim71_HITS-CLIP_SRR19019524.bed	SRR19019524	mm10	NA	Qiuying Liu,  bioRxiv, 2022	Qiuying Liu, Mariah K. Novak, Rachel M. Pepin, Katharine R. Maschhoff, Xiaoli Chen, Shaojie Zhang, Wenqian Hu, A congenital hydrocephalus causing mutation in Trim71 results in stem cell differentiation defects through inhibiting Lsd1 mRNA translation. bioRxiv. 2022	-	A congenital hydrocephalus causing mutation in Trim71 results in stem cell differentiation defects through inhibiting Lsd1 mRNA translation	none
SBDM616	Mus musculus	eCLIP	Eif4a2	ES-J1	129S4/SvJae, anti-eIF4A2, rep1	SRA	SRP261883	SRR11798516	mm10_Eif4a2_eCLIP_SRR11798516.bed	SRR11798516	mm10	NA	Li, Sci Adv, 2022	Li, Dan, Yang, Jihong, Huang, Xin, Zhou, Hongwei, Wang, Jianlong, eIF4A2 targets developmental potency and histone H3.3 transcripts for translational control of stem cell pluripotency. Sci Adv. 2022 Apr;8(13):eabm0478.	35353581	eIF4A2 targets developmental potency and histone H33 transcripts for translational control of stem cell pluripotency	none
SBDM617	Mus musculus	eCLIP	Eif4a2	ES-J1	129S4/SvJae, anti-eIF4A2, rep2	SRA	SRP261883	SRR11798517	mm10_Eif4a2_eCLIP_SRR11798517.bed	SRR11798517	mm10	NA	Li, Sci Adv, 2022	Li, Dan, Yang, Jihong, Huang, Xin, Zhou, Hongwei, Wang, Jianlong, eIF4A2 targets developmental potency and histone H3.3 transcripts for translational control of stem cell pluripotency. Sci Adv. 2022 Apr;8(13):eabm0478.	35353581	eIF4A2 targets developmental potency and histone H33 transcripts for translational control of stem cell pluripotency	none
SBDM618	Mus musculus	eCLIP	Nelfe	Cortical-neurons	DIV7, TTX, SDS 1%	SRA	SRP301239	SRR13402348	mm10_Nelfe_eCLIP_SRR13402348.bed	SRR13402348	mm10	NA	Gorbovytska, Nat Commun, 2022	Gorbovytska, Vladyslava, Kim, Seung-Kyoon, Kuybu, Filiz, Gotze, Michael, Um, Dahun, Kang, Keunsoo, Pittroff, Andreas, Brennecke, Theresia, Schneider, Lisa-Marie, Leitner, Alexander, Kim, Tae-Kyung, Kuhn, Claus-D, Enhancer RNAs stimulate Pol II pause release by harnessing multivalent interactions to NELF. Nat Commun. 2022 May 4;13(1):2429.	35508485	Enhancer RNAs stimulate Pol II pause release by harnessing multivalent interactions to NELF	none
SBDM619	Mus musculus	eCLIP	Nelfe	Cortical-neurons	DIV7, TTX/KCl, SDS 1%, K10	SRA	SRP301239	SRR13402349	mm10_Nelfe_eCLIP_SRR13402349.bed	SRR13402349	mm10	NA	Gorbovytska, Nat Commun, 2022	Gorbovytska, Vladyslava, Kim, Seung-Kyoon, Kuybu, Filiz, Gotze, Michael, Um, Dahun, Kang, Keunsoo, Pittroff, Andreas, Brennecke, Theresia, Schneider, Lisa-Marie, Leitner, Alexander, Kim, Tae-Kyung, Kuhn, Claus-D, Enhancer RNAs stimulate Pol II pause release by harnessing multivalent interactions to NELF. Nat Commun. 2022 May 4;13(1):2429.	35508485	Enhancer RNAs stimulate Pol II pause release by harnessing multivalent interactions to NELF	none
SBDM620	Mus musculus	eCLIP	Nelfe	Cortical-neurons	DIV7, TTX/KCl, SDS 1%, K30	SRA	SRP301239	SRR13402350	mm10_Nelfe_eCLIP_SRR13402350.bed	SRR13402350	mm10	NA	Gorbovytska, Nat Commun, 2022	Gorbovytska, Vladyslava, Kim, Seung-Kyoon, Kuybu, Filiz, Gotze, Michael, Um, Dahun, Kang, Keunsoo, Pittroff, Andreas, Brennecke, Theresia, Schneider, Lisa-Marie, Leitner, Alexander, Kim, Tae-Kyung, Kuhn, Claus-D, Enhancer RNAs stimulate Pol II pause release by harnessing multivalent interactions to NELF. Nat Commun. 2022 May 4;13(1):2429.	35508485	Enhancer RNAs stimulate Pol II pause release by harnessing multivalent interactions to NELF	none
SBDM621	Mus musculus	eCLIP	Nelfe	Cortical-neurons	DIV7, TTX	SRA	SRP301239	SRR13402351	mm10_Nelfe_eCLIP_SRR13402351.bed	SRR13402351	mm10	NA	Gorbovytska, Nat Commun, 2022	Gorbovytska, Vladyslava, Kim, Seung-Kyoon, Kuybu, Filiz, Gotze, Michael, Um, Dahun, Kang, Keunsoo, Pittroff, Andreas, Brennecke, Theresia, Schneider, Lisa-Marie, Leitner, Alexander, Kim, Tae-Kyung, Kuhn, Claus-D, Enhancer RNAs stimulate Pol II pause release by harnessing multivalent interactions to NELF. Nat Commun. 2022 May 4;13(1):2429.	35508485	Enhancer RNAs stimulate Pol II pause release by harnessing multivalent interactions to NELF	none
SBDM622	Mus musculus	eCLIP	Nelfe	Cortical-neurons	DIV7, TTX/KCl, K10	SRA	SRP301239	SRR13402352	mm10_Nelfe_eCLIP_SRR13402352.bed	SRR13402352	mm10	NA	Gorbovytska, Nat Commun, 2022	Gorbovytska, Vladyslava, Kim, Seung-Kyoon, Kuybu, Filiz, Gotze, Michael, Um, Dahun, Kang, Keunsoo, Pittroff, Andreas, Brennecke, Theresia, Schneider, Lisa-Marie, Leitner, Alexander, Kim, Tae-Kyung, Kuhn, Claus-D, Enhancer RNAs stimulate Pol II pause release by harnessing multivalent interactions to NELF. Nat Commun. 2022 May 4;13(1):2429.	35508485	Enhancer RNAs stimulate Pol II pause release by harnessing multivalent interactions to NELF	none
SBDM623	Mus musculus	eCLIP	Nelfe	Cortical-neurons	DIV7, TTX/KCl, K30	SRA	SRP301239	SRR13402353	mm10_Nelfe_eCLIP_SRR13402353.bed	SRR13402353	mm10	NA	Gorbovytska, Nat Commun, 2022	Gorbovytska, Vladyslava, Kim, Seung-Kyoon, Kuybu, Filiz, Gotze, Michael, Um, Dahun, Kang, Keunsoo, Pittroff, Andreas, Brennecke, Theresia, Schneider, Lisa-Marie, Leitner, Alexander, Kim, Tae-Kyung, Kuhn, Claus-D, Enhancer RNAs stimulate Pol II pause release by harnessing multivalent interactions to NELF. Nat Commun. 2022 May 4;13(1):2429.	35508485	Enhancer RNAs stimulate Pol II pause release by harnessing multivalent interactions to NELF	none
SBDM624	Mus musculus	eCLIP	Msi1	retina	254nm, 200mJ/cm2, rep1	SRA	SRP353838	SRR17470355	mm10_Msi1_eCLIP_SRR17470355.bed	SRR17470355	mm10	NA	Matalkah F, Commun Biol, 2022	Matalkah F, Jeong B, Sheridan M, Horstick E, Ramamurthy V, Stoilov P. The Musashi proteins direct post-transcriptional control of protein expression and alternate exon splicing in vertebrate photoreceptors. Commun Biol. 2022 Sep 24;5(1):1011.	36153373	The Musashi proteins direct post-transcriptional control of protein expression and alternate exon splicing in vertebrate photoreceptors	none
SBDM625	Mus musculus	eCLIP	Msi1	retina	254nm, 200mJ/cm2, rep2	SRA	SRP353838	SRR17470356	mm10_Msi1_eCLIP_SRR17470356.bed	SRR17470356	mm10	NA	Matalkah F, Commun Biol, 2022	Matalkah F, Jeong B, Sheridan M, Horstick E, Ramamurthy V, Stoilov P. The Musashi proteins direct post-transcriptional control of protein expression and alternate exon splicing in vertebrate photoreceptors. Commun Biol. 2022 Sep 24;5(1):1011.	36153373	The Musashi proteins direct post-transcriptional control of protein expression and alternate exon splicing in vertebrate photoreceptors	none
SBDM626	Mus musculus	eCLIP	Srsf1	hepatocytes	1 month, WT, rep1	SRA	SRP327323	SRR15058673	mm10_Srsf1_eCLIP_SRR15058673.bed	SRR15058673	mm10	NA	Waqar Arif, bioRxiv, 2021	Waqar Arif, Bhoomika Mathur, Michael F. Saikali, et al., Splicing Factor SRSF1 Deficiency in the Liver Triggers NASH-like Pathology via R-Loop Induced DNA Damage and Cell Death. bioRxiv. 2021	-	Splicing Factor SRSF1 Deficiency in the Liver Triggers NASH-like Pathology via R-Loop Induced DNA Damage and Cell Death	none
SBDM627	Mus musculus	eCLIP	Srsf1	hepatocytes	2 month, WT, rep1	SRA	SRP327323	SRR15058674	mm10_Srsf1_eCLIP_SRR15058674.bed	SRR15058674	mm10	NA	Waqar Arif, bioRxiv, 2021	Waqar Arif, Bhoomika Mathur, Michael F. Saikali, et al., Splicing Factor SRSF1 Deficiency in the Liver Triggers NASH-like Pathology via R-Loop Induced DNA Damage and Cell Death. bioRxiv. 2021	-	Splicing Factor SRSF1 Deficiency in the Liver Triggers NASH-like Pathology via R-Loop Induced DNA Damage and Cell Death	none
SBDM628	Mus musculus	iCLIP	Ythdc2	testis	P15, WT, rep1	SRA	SRP359067	SRR17957786	mm10_Ythdc2_iCLIP_SRR17957786.bed	SRR17957786	mm10	NA	Li, Mol Cell, 2022	Li, Lingyun, Krasnykov, Kyrylo, Homolka, David, Gos, Pascal, Mendel, Mateusz, Fish, Richard J, Pandey, Radha Raman, Pillai, Ramesh S, The XRN1-regulated RNA helicase activity of YTHDC2 ensures mouse fertility independently of m(6)A recognition. Mol Cell. 2022 May 5;82(9):1678-1690.e12.	35305312	The XRN1-regulated RNA helicase activity of YTHDC2 ensures mouse fertility independently of m(6)A recognition	none
SBDM629	Mus musculus	iCLIP	Ythdc2	testis	P15, WT, rep2	SRA	SRP359067	SRR17957789	mm10_Ythdc2_iCLIP_SRR17957789.bed	SRR17957789	mm10	NA	Li, Mol Cell, 2022	Li, Lingyun, Krasnykov, Kyrylo, Homolka, David, Gos, Pascal, Mendel, Mateusz, Fish, Richard J, Pandey, Radha Raman, Pillai, Ramesh S, The XRN1-regulated RNA helicase activity of YTHDC2 ensures mouse fertility independently of m(6)A recognition. Mol Cell. 2022 May 5;82(9):1678-1690.e12.	35305312	The XRN1-regulated RNA helicase activity of YTHDC2 ensures mouse fertility independently of m(6)A recognition	none
SBDM630	Mus musculus	PAR-CLIP	Ep300	mESCs	129/Ola, WT, E14, rep1	SRA	SRP272600	SRR12267556	mm10_Ep300_PAR-CLIP_SRR12267556.bed	SRR12267556	mm10	NA	Maldotti, Nucleic Acids Res, 2022	Maldotti, Mara, Lauria, Andrea, Anselmi, Francesca, Molineris, Ivan, Tamburrini, Annalaura, Meng, Guohua, Polignano, Isabelle Laurence, Scrivano, Mirko Giuseppe, Campestre, Fabiola, Simon, Lisa Marie, Rapelli, Stefania, Morandi, Edoardo, Incarnato, Danny, Oliviero, Salvatore, The acetyltransferase p300 is recruited in trans to multiple enhancer sites by lncSmad7. Nucleic Acids Res. 2022 Mar 21;50(5):2587-2602.	35137201	The acetyltransferase p300 is recruited in trans to multiple enhancer sites by lncSmad7	TC
SBDM631	Mus musculus	PAR-CLIP	Ep300	mESCs	129/Ola, WT, E14, rep2	SRA	SRP272600	SRR12267557	mm10_Ep300_PAR-CLIP_SRR12267557.bed	SRR12267557	mm10	NA	Maldotti, Nucleic Acids Res, 2022	Maldotti, Mara, Lauria, Andrea, Anselmi, Francesca, Molineris, Ivan, Tamburrini, Annalaura, Meng, Guohua, Polignano, Isabelle Laurence, Scrivano, Mirko Giuseppe, Campestre, Fabiola, Simon, Lisa Marie, Rapelli, Stefania, Morandi, Edoardo, Incarnato, Danny, Oliviero, Salvatore, The acetyltransferase p300 is recruited in trans to multiple enhancer sites by lncSmad7. Nucleic Acids Res. 2022 Mar 21;50(5):2587-2602.	35137201	The acetyltransferase p300 is recruited in trans to multiple enhancer sites by lncSmad7	TC
SBDM632	Mus musculus	PAR-CLIP	Ago1-4	retina	postnatal day 0, CD-1, rep1	SRA	SRP303890	SRR13582787	mm10_Ago1-4_PAR-CLIP_SRR13582787.bed	SRR13582790	mm10	NA	Zhang, Development, 2022	Zhang, Huanqing, Zhuang, Pei, Welchko, Ryan M, Dai, Manhong, Meng, Fan, Turner, David L, Regulation of retinal amacrine cell generation by miR-216b and Foxn3. Development. 2022 Jan 15;149(2). pii: 273765.	34919141	Regulation of retinal amacrine cell generation by miR-216b and Foxn3	TC
SBDM633	Mus musculus	PAR-CLIP	Ago1-4	retina	postnatal day 0, CD-1, rep2	SRA	SRP303890	SRR13582788	mm10_Ago1-4_PAR-CLIP_SRR13582788.bed	SRR13582790	mm10	NA	Zhang, Development, 2022	Zhang, Huanqing, Zhuang, Pei, Welchko, Ryan M, Dai, Manhong, Meng, Fan, Turner, David L, Regulation of retinal amacrine cell generation by miR-216b and Foxn3. Development. 2022 Jan 15;149(2). pii: 273765.	34919141	Regulation of retinal amacrine cell generation by miR-216b and Foxn3	TC
SBDM634	Mus musculus	PAR-CLIP	Ago1-4	retina	postnatal day 0, CD-1, rep3	SRA	SRP303890	SRR13582789	mm10_Ago1-4_PAR-CLIP_SRR13582789.bed	SRR13582791	mm10	NA	Zhang, Development, 2022	Zhang, Huanqing, Zhuang, Pei, Welchko, Ryan M, Dai, Manhong, Meng, Fan, Turner, David L, Regulation of retinal amacrine cell generation by miR-216b and Foxn3. Development. 2022 Jan 15;149(2). pii: 273765.	34919141	Regulation of retinal amacrine cell generation by miR-216b and Foxn3	TC
SBDM635	Mus musculus	PAR-CLIP	Ago1-4	retina	postnatal day 0, CD-1, rep4	SRA	SRP303890	SRR13582790	mm10_Ago1-4_PAR-CLIP_SRR13582790.bed	SRR13582790	mm10	NA	Zhang, Development, 2022	Zhang, Huanqing, Zhuang, Pei, Welchko, Ryan M, Dai, Manhong, Meng, Fan, Turner, David L, Regulation of retinal amacrine cell generation by miR-216b and Foxn3. Development. 2022 Jan 15;149(2). pii: 273765.	34919141	Regulation of retinal amacrine cell generation by miR-216b and Foxn3	TC
SBDM636	Mus musculus	PAR-CLIP	Ago1-4	retina	postnatal day 0, CD-1, rep5	SRA	SRP303890	SRR13582791	mm10_Ago1-4_PAR-CLIP_SRR13582791.bed	SRR13582791	mm10	NA	Zhang, Development, 2022	Zhang, Huanqing, Zhuang, Pei, Welchko, Ryan M, Dai, Manhong, Meng, Fan, Turner, David L, Regulation of retinal amacrine cell generation by miR-216b and Foxn3. Development. 2022 Jan 15;149(2). pii: 273765.	34919141	Regulation of retinal amacrine cell generation by miR-216b and Foxn3	TC
SBDM637	Mus musculus	iCLIP	Ptbp1	CD8+T	Spleen + LN, anti-CD3 + anti-CD28 + IL2, WT, rep1	SRA	SRP349909	SRR17175583	mm10_Ptbp1_iCLIP_SRR17175583.bed	SRR17175583	mm10	NA	D'Angeli, Eur J Immunol, 2022	D'Angeli, Vanessa, Monzon-Casanova, Elisa, Matheson, Louise S, Gizlenci, Ozge, Petkau, Georg, Gooding, Clare, Berrens, Rebecca V, Smith, Christopher W J, Turner, Martin, Polypyrimidine tract binding protein 1 regulates the activation of mouse CD8 T cells. Eur J Immunol. 2022 Jul;52(7):1058-1068.	35460072	Polypyrimidine tract binding protein 1 regulates the activation of mouse CD8 T cells	none
SBDM638	Mus musculus	iCLIP	Ptbp1	CD8+T	Spleen + LN, anti-CD3 + anti-CD28 + IL2, WT, rep2	SRA	SRP349909	SRR17175584	mm10_Ptbp1_iCLIP_SRR17175584.bed	SRR17175584	mm10	NA	D'Angeli, Eur J Immunol, 2022	D'Angeli, Vanessa, Monzon-Casanova, Elisa, Matheson, Louise S, Gizlenci, Ozge, Petkau, Georg, Gooding, Clare, Berrens, Rebecca V, Smith, Christopher W J, Turner, Martin, Polypyrimidine tract binding protein 1 regulates the activation of mouse CD8 T cells. Eur J Immunol. 2022 Jul;52(7):1058-1068.	35460072	Polypyrimidine tract binding protein 1 regulates the activation of mouse CD8 T cells	none
SBDM639	Mus musculus	iCLIP	Ptbp1	CD8+T	Spleen + LN, anti-CD3 + anti-CD28 + IL2, WT, rep3	SRA	SRP349909	SRR17175585	mm10_Ptbp1_iCLIP_SRR17175585.bed	SRR17175585	mm10	NA	D'Angeli, Eur J Immunol, 2022	D'Angeli, Vanessa, Monzon-Casanova, Elisa, Matheson, Louise S, Gizlenci, Ozge, Petkau, Georg, Gooding, Clare, Berrens, Rebecca V, Smith, Christopher W J, Turner, Martin, Polypyrimidine tract binding protein 1 regulates the activation of mouse CD8 T cells. Eur J Immunol. 2022 Jul;52(7):1058-1068.	35460072	Polypyrimidine tract binding protein 1 regulates the activation of mouse CD8 T cells	none
SBDM640	Mus musculus	iCLIP	Ptbp1	CD8+T	Spleen + LN, anti-CD3 + anti-CD28 + IL2, WT, rep4	SRA	SRP349909	SRR17175586	mm10_Ptbp1_iCLIP_SRR17175586.bed	SRR17175586	mm10	NA	D'Angeli, Eur J Immunol, 2022	D'Angeli, Vanessa, Monzon-Casanova, Elisa, Matheson, Louise S, Gizlenci, Ozge, Petkau, Georg, Gooding, Clare, Berrens, Rebecca V, Smith, Christopher W J, Turner, Martin, Polypyrimidine tract binding protein 1 regulates the activation of mouse CD8 T cells. Eur J Immunol. 2022 Jul;52(7):1058-1068.	35460072	Polypyrimidine tract binding protein 1 regulates the activation of mouse CD8 T cells	none
SBDM641	Mus musculus	eCLIP	Eif3c	NTS	neural tube and somites, E11.5, FVB, rep 1	SRA	SRP335746	SRR15724912	mm10_Eif3c_eCLIP_SRR15724912.bed	SRR15724912	mm10	NA	Fujii, Dev Cell, 2021	Fujii, Kotaro, Zhulyn, Olena, Byeon, Gun Woo, Genuth, Naomi R, Kerr, Craig H, Walsh, Erin M, Barna, Maria, Controlling tissue patterning by translational regulation of signaling transcripts through the core translation factor eIF3c. Dev Cell. 2021 Nov 8;56(21):2928-2937.e9.	34752747	Controlling tissue patterning by translational regulation of signaling transcripts through the core translation factor eIF3c	none
SBDM642	Mus musculus	eCLIP	Eif3c	NTS	neural tube and somites, E11.5, FVB, rep 2	SRA	SRP335746	SRR15724914	mm10_Eif3c_eCLIP_SRR15724914.bed	SRR15724914	mm10	NA	Fujii, Dev Cell, 2021	Fujii, Kotaro, Zhulyn, Olena, Byeon, Gun Woo, Genuth, Naomi R, Kerr, Craig H, Walsh, Erin M, Barna, Maria, Controlling tissue patterning by translational regulation of signaling transcripts through the core translation factor eIF3c. Dev Cell. 2021 Nov 8;56(21):2928-2937.e9.	34752747	Controlling tissue patterning by translational regulation of signaling transcripts through the core translation factor eIF3c	none
SBDM643	Mus musculus	HITS-CLIP	Lin28a	mESs	254 nm UV, LIF/2i media, rep1	SRA	SRP300269	SRR13352896	mm10_Lin28a_HITS-CLIP_SRR13352896.bed	SRR13352896	mm10	NA	Sun, Protein Cell, 2022	Sun, Zhen, Yu, Hua, Zhao, Jing, Tan, Tianyu, Pan, Hongru, Zhu, Yuqing, Chen, Lang, Zhang, Cheng, Zhang, Li, Lei, Anhua, Xu, Yuyan, Bi, Xianju, Huang, Xin, Gao, Bo, Wang, Longfei, Correia, Cristina, Chen, Ming, Sun, Qiming, Feng, Yu, Shen, Li, Wu, Hao, Wang, Jianlong, Shen, Xiaohua, Daley, George Q, Li, Hu, Zhang, Jin, LIN28 coordinately promotes nucleolar/ribosomal functions and represses the 2C-like transcriptional program in pluripotent stem cells. Protein Cell. 2022 Jul;13(7):490-512.	34331666	LIN28 coordinately promotes nucleolar/ribosomal functions and represses the 2C-like transcriptional program in pluripotent stem cells	none
SBDM644	Mus musculus	HITS-CLIP	Lin28a	mESs	255 nm UV, LIF/2i media, rep1	SRA	SRP300269	SRR13352897	mm10_Lin28a_HITS-CLIP_SRR13352897.bed	SRR13352897	mm10	NA	Sun, Protein Cell, 2022	Sun, Zhen, Yu, Hua, Zhao, Jing, Tan, Tianyu, Pan, Hongru, Zhu, Yuqing, Chen, Lang, Zhang, Cheng, Zhang, Li, Lei, Anhua, Xu, Yuyan, Bi, Xianju, Huang, Xin, Gao, Bo, Wang, Longfei, Correia, Cristina, Chen, Ming, Sun, Qiming, Feng, Yu, Shen, Li, Wu, Hao, Wang, Jianlong, Shen, Xiaohua, Daley, George Q, Li, Hu, Zhang, Jin, LIN28 coordinately promotes nucleolar/ribosomal functions and represses the 2C-like transcriptional program in pluripotent stem cells. Protein Cell. 2022 Jul;13(7):490-512.	34331666	LIN28 coordinately promotes nucleolar/ribosomal functions and represses the 2C-like transcriptional program in pluripotent stem cells	none
SBDM645	Mus musculus	iCLIP	Srsf4	cardiomyocytes	Neonatal cardiomyocytes, P0-1, SRSF4-GFP, rep1	SRA	SRP198305	SRR9050819	mm10_Srsf4_iCLIP_SRR9050819.bed	SRR9050819	mm10	NA	Larrasa-Alonso, Circ Res, 2021	Larrasa-Alonso, Javier, Villalba-Orero, Maria, Marti-Gomez, Carlos, Ortiz-Sanchez, Paula, Lopez-Olaneta, Marina M, Rey-Martin, M Ascension, Sanchez-Cabo, Fatima, McNicoll, Francois, Muller-McNicoll, Michaela, Garcia-Pavia, Pablo, Lara-Pezzi, Enrique, The SRSF4-GAS5-Glucocorticoid Receptor Axis Regulates Ventricular Hypertrophy. Circ Res. 2021 Sep 3;129(6):669-683.	34333993	The SRSF4-GAS5-Glucocorticoid Receptor Axis Regulates Ventricular Hypertrophy	none
SBDM646	Mus musculus	iCLIP	Srsf4	cardiomyocytes	Neonatal cardiomyocytes, P0-1, SRSF4-GFP, rep2	SRA	SRP198305	SRR9050820	mm10_Srsf4_iCLIP_SRR9050820.bed	SRR9050820	mm10	NA	Larrasa-Alonso, Circ Res, 2021	Larrasa-Alonso, Javier, Villalba-Orero, Maria, Marti-Gomez, Carlos, Ortiz-Sanchez, Paula, Lopez-Olaneta, Marina M, Rey-Martin, M Ascension, Sanchez-Cabo, Fatima, McNicoll, Francois, Muller-McNicoll, Michaela, Garcia-Pavia, Pablo, Lara-Pezzi, Enrique, The SRSF4-GAS5-Glucocorticoid Receptor Axis Regulates Ventricular Hypertrophy. Circ Res. 2021 Sep 3;129(6):669-683.	34333993	The SRSF4-GAS5-Glucocorticoid Receptor Axis Regulates Ventricular Hypertrophy	none
SBDM647	Mus musculus	iCLIP	Srsf4	cardiomyocytes	Neonatal cardiomyocytes, P0-1, SRSF4-GFP, rep3	SRA	SRP198305	SRR9050821	mm10_Srsf4_iCLIP_SRR9050821.bed	SRR9050821	mm10	NA	Larrasa-Alonso, Circ Res, 2021	Larrasa-Alonso, Javier, Villalba-Orero, Maria, Marti-Gomez, Carlos, Ortiz-Sanchez, Paula, Lopez-Olaneta, Marina M, Rey-Martin, M Ascension, Sanchez-Cabo, Fatima, McNicoll, Francois, Muller-McNicoll, Michaela, Garcia-Pavia, Pablo, Lara-Pezzi, Enrique, The SRSF4-GAS5-Glucocorticoid Receptor Axis Regulates Ventricular Hypertrophy. Circ Res. 2021 Sep 3;129(6):669-683.	34333993	The SRSF4-GAS5-Glucocorticoid Receptor Axis Regulates Ventricular Hypertrophy	none
SBDM648	Mus musculus	iCLIP	Srsf4	cardiomyocytes	Neonatal cardiomyocytes, P0-1, SRSF4-GFP, rep4	SRA	SRP198305	SRR9050822	mm10_Srsf4_iCLIP_SRR9050822.bed	SRR9050822	mm10	NA	Larrasa-Alonso, Circ Res, 2021	Larrasa-Alonso, Javier, Villalba-Orero, Maria, Marti-Gomez, Carlos, Ortiz-Sanchez, Paula, Lopez-Olaneta, Marina M, Rey-Martin, M Ascension, Sanchez-Cabo, Fatima, McNicoll, Francois, Muller-McNicoll, Michaela, Garcia-Pavia, Pablo, Lara-Pezzi, Enrique, The SRSF4-GAS5-Glucocorticoid Receptor Axis Regulates Ventricular Hypertrophy. Circ Res. 2021 Sep 3;129(6):669-683.	34333993	The SRSF4-GAS5-Glucocorticoid Receptor Axis Regulates Ventricular Hypertrophy	none
SBDM649	Mus musculus	eCLIP	Igf2bp3	CD11b+	no treatment, antibody RN009P, rep1	SRA	SRP277219	SRR12439657	mm10_Igf2bp3_eCLIP_SRR12439657.bed	SRR12439657	mm10	NA	Tran, Leukemia, 2022	Tran, Tiffany M, Philipp, Julia, Bassi, Jaspal Singh, Nibber, Neha, Draper, Jolene M, Lin, Tasha L, Palanichamy, Jayanth Kumar, Jaiswal, Amit Kumar, Silva, Oscar, Paing, May, King, Jennifer, Katzman, Sol, Sanford, Jeremy R, Rao, Dinesh S, The RNA-binding protein IGF2BP3 is critical for MLL-AF4-mediated leukemogenesis. Leukemia. 2022 Jan;36(1):68-79.	34321607	The RNA-binding protein IGF2BP3 is critical for MLL-AF4-mediated leukemogenesis	none
SBDM650	Mus musculus	eCLIP	Igf2bp3	CD11b+	no treatment, antibody RN009P, rep2	SRA	SRP277219	SRR12439659	mm10_Igf2bp3_eCLIP_SRR12439659.bed	SRR12439659	mm10	NA	Tran, Leukemia, 2022	Tran, Tiffany M, Philipp, Julia, Bassi, Jaspal Singh, Nibber, Neha, Draper, Jolene M, Lin, Tasha L, Palanichamy, Jayanth Kumar, Jaiswal, Amit Kumar, Silva, Oscar, Paing, May, King, Jennifer, Katzman, Sol, Sanford, Jeremy R, Rao, Dinesh S, The RNA-binding protein IGF2BP3 is critical for MLL-AF4-mediated leukemogenesis. Leukemia. 2022 Jan;36(1):68-79.	34321607	The RNA-binding protein IGF2BP3 is critical for MLL-AF4-mediated leukemogenesis	none
