C1_H1	C1_H2	C1_H3	C1_N1	C1_N2	C1_N3	C2_H1	C2_H2	C2_H3	C2_N1	C2_N2	C2_N3	C3_H1	C3_H2	C3_H3	C3_N1	C3_N2	C3_N3
EFTUD1P1	3.82570496515383	2.92710079359408	3.91484048814412	2.67276938228306	3.01550795583726	2.98578109384081	3.49004375702529	3.46718522701451	3.63640256688194	2.83249985714084	1.92998356737122	2.79894664400387	4.14186226555827	3.60796623426087	4.46036154322982	2.96963103755681	4.06097321390997	2.19532792237425
LOC440300	3.57863239748254	3.70814535553761	3.72971966816882	3.76153579151143	3.95757666930703	3.87649379735184	4.3440204108404	3.84109739854806	4.03963462874588	3.65579105098392	3.98863915396969	4.02769583738563	3.38526404300159	3.52776670754938	3.44921083642996	2.89673132774393	3.23326627262986	3.85932752544298
LOC102724034	2.41335142172374	2.09553527970804	2.33434488468952	2.20930063003189	2.18938458218472	1.93306350509766	1.58502821028263	1.68994334604288	1.50813113699495	1.62220623552497	2.08358561528878	1.67293203636401	1.50716774983204	1.7193245136685	1.38984746952556	1.36925335757599	2.09953241552446	1.93481541322515
DNM1P41	3.39887215586925	3.33222185107708	3.35535118231469	3.35374931331625	3.22772669486237	3.42197533296727	3.56879733789169	2.70544101278472	3.03371220868816	3.03421914856081	3.16671978321352	3.48609868326957	3.32393679573819	3.30573446112224	3.14893656679136	2.7875088391719	2.60932227102467	3.61400200603371
SCAND2P	3.94364044022512	4.08330867596805	3.92636536244399	3.88375134388524	3.55608797937449	4.02335761177254	4.07595266374484	4.29518384567512	3.91575566184267	3.58979559905572	4.26052904896818	4.36042785208381	3.77778214053796	4.59433591519333	3.4655374430654	4.29359216799938	4.25894918509819	3.70312932029491
LINC00052	1.53429031843408	2.71352742995008	1.34549642827723	1.83523377362818	2.01304682315302	1.66739514281672	2.06548044669732	1.8041019657254	1.91041284204821	1.54345426968547	1.40060970026385	1.9496639105716	1.32902674147519	1.35525344041422	1.37613880395064	2.32787139051212	2.07977882018551	1.96128029178949
MIR9-3HG	3.13727113412849	2.57757959080296	2.67114354747612	2.21378144864161	2.70639365636736	2.29498507080588	2.94879896651968	2.55084404160415	2.56327546120776	2.65486552445887	3.0337372300782	2.5139101299199	3.28738000488245	3.14181735592671	2.66624455495149	3.05748506034199	2.71357464089486	2.61475452197429
LOC101926911	3.06000349691035	3.11325615650286	3.15284862875561	3.07745161130946	3.36414218182303	2.44840111040017	3.67393137743441	3.61912869463816	3.04021578485349	2.80042762561538	3.14330838704696	3.18236149907985	3.55320033652858	3.80153258701059	3.19973092596781	2.79701176002089	3.45263620802724	3.37259090629637
PRC1-AS1	1.80769388080353	2.79508327722148	2.45749267990217	2.11360314675449	2.69012939230596	2.53198893074777	1.61348325706309	2.33312396849916	2.73418355382278	2.01038386586139	3.12031900993949	2.28569265641892	2.1069123246003	1.89086219166891	2.19060119400139	2.18670950633783	2.28950153248514	2.08396498572639
MIR4714	0.818346264339024	1.40144039147104	1.12341717071761	0.692249358968961	1.2322090395118	1.25053301087831	1.19136715209813	0.839192867767168	1.24775367690284	0.76503195847219	1.01576770840446	0.72195041042455	1.48263539415088	1.13294427741071	0.668276468839201	1.49650650616541	0.957433090456091	2.13784807538082
WASH3P	6.26778866520036	6.59630332601184	6.28277818721963	6.54159496994001	6.31157543811149	6.61703673442814	6.51486809766508	6.67666483472263	6.5322010907794	6.4732313607232	6.24715466032001	6.29649226331309	5.98625851020036	5.960108648996	5.91797264425086	5.58848667879749	6.02811516603642	6.02857507737701
HERC2P3	5.04554400539078	4.8226113200724	5.08437855354844	6.23372958043621	5.98518218601626	5.86296529600404	5.08304812137536	4.89148021811362	4.52455480314945	6.22742565110931	5.88503662566522	5.81459411491875	3.60043304552531	4.24864511398186	4.36502658108676	5.05729602861524	4.95980774123024	4.34183548796188
NBEAP1	0.819064273295731	0.960300862225906	1.4295019775902	1.39390781663735	1.49717318254987	1.60587219855908	1.22447761404867	0.787410262358525	1.19424287224212	1.29906656272992	1.53104941815164	1.37557814942701	1.79197633287822	2.07376797890977	1.82640678016206	1.69048245956616	1.16133261286076	0.690279328317984
HERC2P7	4.0934934369068	3.9356267248157	4.24721902790125	4.47757864652853	5.45796284090556	5.30440261804631	4.19706793807659	3.84317768128244	3.03887653273962	4.00939668430533	5.02188395169186	4.95826460804333	3.552844079512	3.15945546325535	2.91681226814494	4.40531941113773	4.51222542135118	4.70153399149108
GABRG3-AS1	2.6598492287683	2.02731997789654	2.28881264437677	2.03588267004196	1.86311573324924	2.16842881862652	2.24477912371837	2.11899820003569	2.4247251662815	1.70912223973627	2.22540375411625	2.69553813462826	2.56806899776015	2.43288321418806	2.96320057312964	2.86777522473714	2.57430131549161	2.86543011356957
LOC101928134	2.22842966249876	2.18631189746571	2.83296739777433	2.73156364006349	2.43991171182744	2.34458592131302	2.43058878563179	2.44307280484862	2.45713447154167	1.87801211107244	2.76739081851665	2.55350494567505	1.77333511531275	2.75711338999078	2.4515411793083	1.96964974628329	2.64331484587098	2.73265907054293
CSNK1A1P1	4.00501175323697	3.86039334205036	4.00550914511679	3.90963122954174	4.16929270727002	4.22761697141107	4.0045356182525	3.96399239122503	3.38233755144497	3.59975624832102	3.78050735653236	3.68284458648868	3.41875024217597	3.15782475693474	4.15499551917087	3.85673862037512	3.79953309173146	3.64456957607257
RAD51-AS1	2.43113129555593	2.19859829222486	2.58503657223088	2.82793107110898	2.59158491697861	2.5236328878649	2.97670810487499	2.14838222354263	1.75584829062413	2.38914439899235	2.17352872023923	3.13008653755545	2.77853131546767	1.96243092847783	2.53840782273623	2.85973351704711	2.01393003859215	2.05262930750914
MIR1282	6.95251710005506	6.90301228372215	6.91071954773261	6.54960313281461	6.60235824115668	6.39661662341348	6.4771519670193	6.80135968098512	6.57064181562536	6.25526496969054	6.53241304175714	6.69119257194077	6.89048756968951	7.09540007683263	6.57676780535185	6.46545341616203	6.32950878661101	6.47259601782307
EIF3J-AS1	4.9790645344034	3.84935324116705	4.50898085282757	4.60229763737434	5.14178349984145	4.89304629897859	4.69596595124515	4.17293050287487	4.8164191893326	4.43937317424458	4.75203244326624	5.00672314910297	3.78921635505537	3.80346787577573	4.57420918672487	4.27153149471151	4.76508038999544	4.03389194543041
LOC101928414	1.3022554810967	1.4218528848077	2.50421248110645	2.51687256346569	2.12288467805862	1.58047871773038	0.918854682420006	1.09069296052163	0.847657055554129	0.752329292694146	1.88700005486768	1.24815491392585	1.45924185289107	1.10248006728039	1.31785637292903	1.25134764147646	1.53218673492623	1.68756259586196
MIR4716	2.06480488684092	3.0977191106789	2.74286875183897	2.46077265860695	2.61228157470749	2.22983529079156	2.26351514668606	2.07187180288477	3.05145049533031	2.63522884303665	3.02478210098057	2.79564160144569	2.99351637206216	3.22901789915758	2.98878627059497	2.61940744240335	2.4873154455548	2.56972073148056
MIR7973-2	1.67784864068036	1.18314985591714	1.547335088037	1.31116494266341	1.5422989706931	1.24942043920754	0.867010660052877	1.31232335473381	0.811377884099179	1.22388551373709	1.56753886884809	0.973176064372093	1.47737236766888	1.09204835241684	1.53348836991703	1.07476524873944	0.771215586870773	1.17039770117663
LOC101928694	3.4302356466446	3.12441829605524	2.71022848692512	3.03367484485344	2.4486183857776	2.41531671155045	2.63719260727418	2.42635556887285	2.48175102341	2.2202884957653	2.6966102752356	3.03424960703547	2.69879017281936	3.21028092094017	3.11707494549066	2.66789945552703	2.62815939364843	3.0102984235492
MIR2116	2.07144730854631	2.21608938743398	1.75241365830872	1.67725128436957	1.41236280621836	1.4491198444149	1.84388782888519	1.44220781387666	2.40107313449581	0.961224515835072	2.12798513940997	1.26962119236662	1.66237760770291	1.14483315507056	1.46186074672284	2.20280738719362	0.984129822817197	1.36825338523771
MIR422A	2.11397678246617	3.83568461473356	2.82686005664481	3.35411460683899	2.88634172541624	2.41939935732316	2.53847796372665	2.3856697861506	2.90259456827765	2.18755970613517	2.33716160257579	2.27369926870606	1.70417926917676	1.90478283520519	3.0444055749367	2.47933898744464	2.68990561400996	2.49831567551713
MIR4511	1.96437416402968	1.09613529576578	1.88254359790944	1.23873994883478	1.12950764549265	1.83129654207362	1.93125663128817	1.8917535874581	1.70121396429774	1.77494813179971	1.32301029375387	1.31011319741205	1.56153737110512	1.67266305286424	2.37333283657899	0.962081185862727	1.35927984858915	1.26472600996626
MIR4512	3.53345450803492	3.41096137020475	3.38361241554224	3.57537180313373	3.29085865745834	2.97586632504902	3.15671579898905	3.67990046188531	4.12651659738665	4.23550777620395	3.47096957500985	3.36543048112415	3.19335853250909	3.88452725275972	3.86143222428697	3.28511299345873	2.97794215046107	2.68702540104041
IQCH-AS1	1.9188158701055	2.7920297334295	2.76176535875707	2.54027065924511	2.93457045401101	2.91091816458367	2.63585586205739	2.44651035512796	2.50496925895717	1.94685449066486	3.1005459429944	3.22825916331621	2.2704769789528	2.55907613009258	2.70958006225197	2.58442729692087	3.58662423703854	2.37524545423676
LOC101929076	2.91890558624421	3.42125447605014	3.19774153673744	2.97321094499325	3.35345961845517	2.98538766601209	2.76035094427208	2.87824727884209	2.40630021810698	2.89059294001055	2.72679383565217	3.0271475514153	3.14014638659094	2.97249176557394	2.43419271733074	2.77846286778475	3.18347401396061	2.9667088178583
MIR4312	3.6991043154151	3.37909880994431	3.1662853718055	3.31857423360793	3.7672797487303	3.19460126255614	3.126786851149	3.71427545654668	3.69426496992426	3.41014686231526	3.51349624181836	3.57678032159258	3.63312440035966	3.85941756667073	3.82419742374292	3.13943969164687	2.91321767607559	3.19064228640232
ANP32A-IT1	1.31397719601854	1.43728516777296	2.45039477194738	1.83568992271788	1.74895840532639	1.60159764547392	2.59339428386288	1.82562384043949	1.66994947064874	1.77966117258705	1.38484393996572	2.04761000254989	1.98347435479496	2.78868640419469	2.7087587205321	1.94759821355029	1.64743547472987	1.87469602734494
MIR629	1.87640295883819	2.23825906957767	2.67531001637604	2.96030427889416	2.43531811602893	2.53566199070523	1.99561977564605	2.16557938771967	1.98020722104453	1.59557779891227	2.35741202414849	1.83776242901548	2.21185704475275	2.3539146963284	2.42202614904185	2.92999167343891	1.87245119465478	2.90182374351574
THSD4-AS1	1.06384391088202	1.66567131129108	1.36588508640751	1.85077010416457	2.30480951011057	1.40532961074206	1.59067546233727	1.23793299590502	1.75287706665326	1.08755833288966	1.42147030074343	1.13197228413116	1.74407070042174	1.3655318893288	1.58181043541676	1.42322610248201	2.34032779001823	1.47502435261665
THSD4-AS2	1.63185748567754	1.16965852086495	1.65177458263218	1.36277138428772	1.78883314979489	1.25386188202161	1.440548718087	1.20027031178841	1.03109282052268	1.14012157265094	2.11878851283239	1.23322671004459	2.27782282932913	1.17195834557909	2.0783978176728	1.51944155156794	1.10843681940346	1.26106658978483
HIGD2B	2.60797059679321	3.15135592169487	3.35212101421701	2.91523145017442	2.23897478409482	3.77013144840612	2.7106485742958	2.43278194815938	1.96511258814936	2.74232243298358	2.84263399179234	2.4249268417905	2.12521690764499	2.46829105229628	3.51176693939935	3.4747865938176	3.54006199529671	1.63527417197924
NPTN-IT1	3.94945191831693	3.13060001004241	4.47000167082981	3.22488284546299	3.14267711903542	3.93323306603666	3.86476581185094	4.26316785083173	4.52107432446698	2.41895710654503	3.79680298539836	2.89678522217896	5.2668247455755	4.84712385113522	3.61953247266124	4.17026562031753	3.89712167223949	3.25270076864306
LOXL1-AS1	3.075179260895	2.84360921325851	3.49053176790292	3.38442148191236	3.20268945903165	2.62965314371793	2.29534048527468	1.84919868222061	2.3342983068856	2.16668226760558	2.92484235973374	2.03141080210007	3.1100027513699	2.75359496921588	2.67877579574176	2.30645874275327	3.70437996625397	2.68985538100252
MIR631	3.38583954097301	3.14497943124166	3.49988977586212	3.10173232083655	2.94791014291398	3.03449844912218	3.31824955945761	2.97631849975629	3.43019482473425	3.81991293326326	3.31619562341615	3.16256974382094	3.10219028897477	3.17180581535441	3.40124330578824	3.01791880591784	4.27968629431109	3.70921813877504
LOC101929439	1.89201558218945	1.72881798176687	2.47063179775947	2.53875836020656	2.27143688332851	2.06921364345675	1.91009421017601	2.35548311079521	2.92136968619092	2.38727049066292	2.52899124715273	2.12352741179952	2.10547124677859	2.11738636739302	1.8137400471004	2.01569854504139	2.13692508956048	1.91907743678573
TYRO3P	2.89578748972959	2.47189124216144	2.89147876565353	3.14733877632848	2.92365995974619	2.43029614869269	1.9804199645972	2.32558143725409	3.01130643980628	2.41308576367843	2.5107755086984	3.03268703571046	2.76615333240102	2.83158227938983	3.52660461363666	2.57955574605942	2.80907642965519	2.69583999502086
LINC00597	1.93545918160282	1.62133941012332	1.79966413579949	1.69154147360124	1.16664194273883	1.53469163666983	2.18753379038906	1.0633884376432	1.71142653639912	1.82752800598626	1.88210630112632	1.35252813701729	2.14353695869327	2.04758417457294	1.81515863889813	1.8854249399152	1.92740455685257	1.5944584809976
LOC91450	4.27211489490653	4.78871379349693	4.10372685230163	4.40226151139478	4.89257623429593	4.23247086953083	4.06275650762641	4.55015004818528	4.4900227858887	4.6107724739168	4.24512393049346	4.58528439161759	4.46678493463002	4.95914129745603	4.54270000788889	4.43463714895316	4.34401986760466	4.95710623523588
ANKRD34C-AS1	3.56971218945911	3.25778302272784	3.2621575784009	3.87616167844791	4.3243918684981	3.81280572333113	3.89468637564436	3.40026176370801	4.19720068842375	3.19057616010218	4.22656896102506	4.29623355443992	4.36401125475375	3.52925145316994	3.4933311919931	3.76439040978668	4.18337224292968	4.20382004598813
ACTG1P17	2.65567961139146	3.18764302421829	2.95965641599985	3.43833103384298	3.78870016643521	3.09435434740841	3.36107834606073	3.15817119560205	3.25564842555534	3.54877998820533	2.96382970682361	2.72117412973761	3.61996834268872	3.27923522051634	3.09933113438361	2.93125703115853	3.56851172073585	2.72045653267423
MIR1276	1.83569240724943	2.00695732096459	2.14693078429823	1.7088091523271	2.92854421558764	1.97985412251253	1.53118272637246	1.92302771734979	1.53914572058002	2.27559563588696	1.96492134570266	1.72756671664239	2.75431601814337	1.88324764533286	1.55217307162772	1.52183576491137	1.37059987259892	1.87105713109228
LINC01584	1.60380800607496	1.62738220459285	0.906616560976448	1.49441268214006	1.47720078098659	1.73644872363503	0.984693500500452	1.50497733130657	1.96184904385071	1.15698356828954	1.66036642590258	0.979930885321647	1.33932650953838	1.47487218514783	0.90431693985552	1.16422428514143	1.08917915966025	1.47294384885086
MIR3529	1.47117233700252	1.87901293753276	1.33522006514753	1.82648261688326	2.07873826454242	1.99202110334805	1.58251291067035	1.34943256672102	1.38866638392054	1.85679394766312	1.80028768670697	2.09554173533669	1.96966367378784	1.55092487079098	2.2507935892238	1.69529822844436	1.8196487868809	1.35839257506605
GABARAPL3	5.08704681151131	5.08054962544423	5.37016270601929	5.1334622236435	5.0039715195379	4.97305949706026	4.55669807111099	4.85205465881239	4.71026794688103	5.26368061332665	4.90658348059799	4.62603579335602	4.6224681012259	4.32482040560358	4.43343388163964	4.59819461983224	4.32626937766416	4.3562827828841
CRTC3-AS1	3.17303981794518	2.99223622171135	3.45230673488427	4.20613659672021	3.15661550488156	3.65321710086194	3.36024844006572	3.88289123465756	2.9385528047797	4.04301417084214	4.02001397634242	3.46283265156644	3.67594228604768	3.49934620851898	3.56545172188857	3.51227351575912	3.80034563138265	3.84026774388891
DNM1P46	3.61803031968811	4.0633020221509	2.97355126249667	3.21480311424966	3.77979788488864	3.44588650166405	3.38798040929151	3.59947911842726	2.81625480432504	3.67991106096076	3.27439503703303	2.78231672332369	3.64993445893421	3.37175927893053	3.49807085551185	3.37873376281344	2.87976713247482	2.53125934579906
DDX11L9	2.12957045484763	2.5030903917507	1.82393702983192	2.73026348430661	2.36237112601114	2.433334224384	2.48668783919604	1.72176518695807	1.85266217387149	2.04287031593572	1.84232006185709	2.0588228941929	2.33357784296808	2.0048233938715	2.35090909317303	1.74957071090736	2.15793910226114	2.2018647884778
SNORD116-19	5.96037753692515	5.71989204553971	5.97538944615273	5.87045966077848	5.73917464846699	6.03669334802521	5.85650442501657	6.06649359206649	5.40958246638135	6.10117837628932	6.45347445786222	5.78870976013389	5.10495451982139	5.54364397130025	5.85491224918734	5.52970877754165	6.23270223913233	6.12648094278414
LINC00929	1.06150097387642	1.11514569842917	1.45357094986416	1.15180624184247	1.213448183673	0.725468269762226	1.3838280860967	1.45628984279959	0.795491412060375	1.13461372004454	1.03100330680764	1.22440446380839	1.46211947992021	1.49543948655745	1.37530491652605	0.882505436216466	0.758672577758307	1.82706984146843
LOC100996255	4.53954855169391	4.04479465116847	4.71490865149593	4.54120647609263	4.43355575199774	4.66166936167565	4.95264656700301	4.8199676733884	4.80168031235302	4.54167155070021	4.47516609652226	3.40663128767382	4.07582135148535	4.3413422382623	4.17342474711497	4.2279434231001	4.24388791601417	3.51007134123966
LOC101928227	1.59059256883339	1.26458637737546	1.45807041400308	1.28502685537792	1.92046811427907	2.37926143747245	1.38523245393322	1.38657798342616	1.79665930072935	1.20135669324771	1.29509752583275	1.03746227542777	1.20968366761412	1.82433518391913	1.69356850586805	1.53774566362454	1.01929494805557	1.86913101209482
EWSAT1	2.12169779888168	2.22039422930462	2.57146427486875	1.4477993300314	2.07132049802041	2.4427083397105	3.00673100185585	2.65955948234676	2.1433791441157	1.62186540210506	1.8200042304847	2.60046332729712	2.2444018961238	2.30191448466366	2.85977423269305	2.03853746560314	2.21908371023744	2.41280158197744
UBE2Q2P2	2.22015764019562	1.13890933571769	1.61761338258841	1.1007989539484	1.04781199223092	1.00935069758036	1.88044016044041	2.7231657925055	1.57881105257732	2.30168816773836	2.6514069265668	1.37436595426731	2.30786578149496	2.55702635457315	2.44372460307106	2.40850079397144	2.06812661435971	1.98354644938458
WHAMMP1	6.38818348143278	5.8480133355363	6.17268099327579	6.15705557704095	6.00762375722502	5.65085254544266	6.52452546771032	6.59787254666011	6.61389251741605	5.97096805489812	6.08770152522628	5.57175440079904	5.39726806092061	5.69189202529243	5.6857782725802	5.83603103631783	5.07042308760149	5.42761562983646
CATSPER2P1	3.34900524970959	3.59106558566774	2.92293128203533	3.1025413391757	2.53575280846039	3.48192783099561	3.51436730212433	2.67586824077532	2.79314280538213	2.43896675116833	3.04591205858098	2.1211950657125	2.92687939164184	2.90065092325193	2.94087031894997	2.54894199410411	2.72220700468061	2.79896001673062
USP3-AS1	1.35817688996675	2.26947628928597	1.78724815662248	2.30637968508001	1.84263948831532	1.74600440151032	1.83417787740594	1.93680738210783	2.22293224816252	1.77685342841957	1.83565649848401	1.9280482043622	1.96171526411341	2.05071620393238	2.28136097194278	1.56657409821435	2.25319896547474	1.44074784755099
LINC01314	2.28647286135595	2.04853906186241	2.04038229159941	1.63594693863321	1.98859822947656	2.28038474148061	2.14645268774287	2.13063543503846	1.99484185534209	2.33460654243995	1.91401121603301	2.61252921363479	1.9977687296755	2.67781700796455	2.86996020743163	1.99382923532226	2.45878356974266	2.74419743401894
GOLGA6L5P	4.58586974291047	4.55149341326023	4.65838751341146	4.54024181358804	4.9163108793985	4.68724079129488	5.25201494379793	5.2230739315436	4.47432933611946	4.77570896795586	4.99057753214401	4.45415977791765	4.13665562721528	3.9660545067847	3.86238521010025	4.22158278364814	3.71566202868997	4.488114006855
UBE2Q2P1	4.87684966092745	4.17831257665297	4.94242225815663	4.47700336284725	5.18514694088199	4.51252232201895	4.71356387374586	4.71213540743052	5.04446924900007	4.39620299159936	5.20311947699368	4.76242112166419	3.69193876301629	3.93997682980953	4.60092110986198	3.60569854010149	4.0931931511649	3.25388501635292
TP53TG3B	2.37154124123535	2.49168164204046	2.36459257189169	2.50007612698186	2.34411273866282	2.02867357630895	2.61983670851463	2.72934891049889	2.93318105233199	2.50921053172328	2.87596917049355	3.06587104788802	2.83261888013585	2.43369788266525	2.59579918011428	2.16653607190378	2.94516247130755	2.101061763943
TP53TG3D	3.10705295684837	3.28160419915428	3.36351875362782	3.25779369148974	2.95284653796069	2.93403737160523	3.68424052429229	3.58942221701214	3.68915784348199	3.31596004218728	3.32205547616612	3.58754821223414	3.36559849017744	2.88865359888621	3.00476595059724	3.47508342273339	3.24747435252685	2.97819913209432
DDX11L10	3.38333663468143	3.00821250206517	3.65330150687418	4.32775879749602	4.01497758657788	3.85081063396683	3.54805862627882	2.82026435798549	3.20980482451343	3.3529003596316	3.77982431372441	2.59223484202295	3.44877485450924	3.47786836907383	3.39856112576807	3.05531331720989	3.31336329737334	2.48432488847918
LMF1-AS1	2.09368774542561	2.83064694341264	2.11081228169088	2.16481543032554	2.38415848161571	2.17709660931026	2.28773373336693	2.24240343411183	1.70050183445976	1.70044436008734	2.20104193556227	1.63349895997106	2.51964852353126	2.26906818216015	1.88859235283361	2.35774275786628	2.08277143883787	1.78253443259074
MIR3177	2.73637152535155	2.42660737553082	2.73596866082168	2.19371076290665	2.71278400840755	2.21533105165811	2.5562904816706	3.08866561778804	2.08360009720776	2.75273029204479	2.71064619405016	2.72176910307156	2.17992552452499	2.58165461441207	3.07875097714307	2.33775881107204	2.77763263874102	3.05292054654156
MIR4717	4.86097577347204	5.41091810595842	5.20902259288346	5.43359416058518	5.45193878526907	4.36595400696957	5.28663367047198	4.76402258330891	4.93857372065294	5.35068197708741	4.90731963431677	5.418249545066	5.62348523718595	5.37837513446455	5.11536600792741	4.97148307855136	5.47173493059972	5.18752441670742
MIR6767	3.13520526201433	2.85646045228261	3.29348662645552	3.1163663017343	2.906290543697	3.48319245421394	2.9228829945473	2.74388242845555	3.54238362830132	2.69096010928827	2.98072344141517	3.80535491799482	3.62873578881404	3.27482206069401	3.44914847491186	3.50321303011858	3.37000706878754	2.80533084364695
OR1F2P	1.53159052389624	1.60836559060973	1.41646274658375	1.19170296620612	1.57432095406309	1.00706840262472	1.33327744033267	1.48507751208296	1.66095516232838	1.4501748755843	1.12208039252148	1.6365917002048	1.51871534936715	1.79355826807025	1.8931423055271	1.40829793731304	1.62284915392926	2.21310691076305
LOC101927131	2.78949819297598	3.01060226524236	2.76444687712289	2.89186718391539	2.95740071112864	2.47312637260451	3.13686062133437	3.13923968085512	2.64711480693535	3.50228291195263	2.56220044748925	2.7088840576492	3.03449941005733	3.6476284602685	3.30055492841062	2.94192555834736	3.07938562067959	2.68416034192294
MIR4718	1.31735206655546	1.84490860762704	1.62682766344978	1.73097640650311	1.9376110578333	1.16194714033516	1.8249197993492	1.59600567220089	1.70078435712808	1.44902477707269	1.20045968037203	1.91002019299691	1.59019163116548	1.91910265548086	1.39600087301213	1.32641054847572	1.90837288046079	2.0361989298892
MIR193B	1.7809368954219	1.59558470385228	1.77439422977947	1.72163760499561	1.82436958170552	2.46592203222001	2.15345982472361	2.01228213405812	2.24026398528324	2.49572811024208	1.97281586992421	2.04394742802299	1.99739955371471	1.63634143176962	1.59656572144561	2.07690320571981	1.54523615455828	2.22160608633807
MIR365A	2.39787156124292	2.41661663597358	2.32658242392596	2.74265411317587	2.77577365284228	2.1911874594328	3.19549948054212	2.41963040983051	2.64738002164704	2.80058873525956	2.67359195812657	2.46482058099842	2.82484442573684	2.72644188985557	2.67706343841844	2.49606870285669	2.49030521385588	2.09975542112694
MIR3670-2	1.40568575869765	1.93500696127796	1.01202417662098	1.71946078844709	1.18073355192674	1.57801638561895	1.63722055327673	1.4869009882261	1.52140439508078	1.90177319843294	1.44172468589187	1.42909363845694	2.03260264060235	3.0277357986028	1.7839414107352	2.14032327962628	2.0325984210614	1.96858001674356
LOC100505915	2.19059246473432	2.28107328548792	2.05260506595225	2.29693246924672	2.33963813691143	1.47745090431783	1.83372867483404	1.93682998725357	1.6676133259678	1.90112850935001	1.82946479909283	2.13334652794954	1.76904085757374	1.98881366795172	1.94478262594241	1.51972730473006	2.09250012162953	1.41483201984774
SNX29P1	4.87200489305133	4.1697459009989	4.96251224656175	4.55775039237362	4.2739010180506	4.38411270173733	5.08392338393513	5.29492189521742	5.18392904474652	4.6056052747091	5.4101779537191	4.85441434612871	4.2925512994719	4.08013213229126	3.9852794804617	4.19142001292345	3.32398314882741	3.63854649143424
LOC653786	1.71617537602711	1.57768018990767	1.84324270083756	1.53414613330194	1.53675901683352	1.65972383889295	2.35276878003024	1.44324632574422	2.17714283011026	1.77773565200239	1.26393620048734	1.63651155419806	1.64895214943858	2.33904234315476	1.33140215252593	1.82412363371988	1.91250724458525	2.45493269974797
LOC554206	1.68259053179848	1.91482889643687	2.02953474703123	1.94818598300543	1.69168712294136	1.6995921740433	2.10482159094995	1.96135976424112	2.35342977744756	1.68500260012518	1.86267054641095	2.22535935806694	1.68493975739574	1.33727606553718	1.39118833595667	1.82526703350812	1.68889439796336	1.13291953446459
FLJ21408	4.22040955962103	3.96661621364085	3.71745664011191	3.84570512479281	4.02831211982525	4.1084742571312	3.93064270971481	3.9452074470944	3.80133837239291	4.0657506961342	3.56476264775494	3.54805123855353	3.82396649184553	3.32857185414656	3.92603659408381	4.14551214118728	4.18779223015357	4.11502952754776
SNX29P2	4.91930823430198	4.03396278794609	5.24211477889841	4.81284771171972	4.55971897744425	4.74147020703301	4.7951673056762	5.22470872599578	4.79534692731814	5.21414693120015	5.59648660202524	5.27901678607826	4.8178117468529	4.20426887373258	4.59011301430055	4.51257155887484	3.66191742882776	4.18016990232788
LOC606724	2.86768825190354	2.69662563280595	2.70790741686871	2.68219642028143	3.17916824040905	2.69865509226672	2.69213371741289	3.12421777328785	2.84836058845975	2.55879407040324	2.45626887273505	3.1446028854866	3.18595707754173	3.26592324079529	3.08926365337561	2.61895295107582	2.77381279599117	2.9685166434876
CDIPT-AS1	2.83303759000698	3.62569095910515	2.84283991155842	3.29488300401531	3.5534340891792	3.43015028376865	3.45268167022913	2.37835820117109	3.5604585899339	2.76546143538375	3.29810023327076	3.31992456897203	2.72214241837446	2.75431867197642	2.65577460392841	2.49175176357269	2.60866530865501	2.2060048639324
SNORA30	0.809132296231138	1.47872348414452	1.179092656698	1.03422603727566	0.953249822805282	1.43725920716012	1.50225071072922	1.29940507067894	1.13831230818096	1.04138736831399	1.45337375865584	1.13681269092115	1.82575504324273	1.06643052396641	1.01347868681596	0.88234689824464	0.725754327023518	0.494346745159515
MIR762HG	3.08381558332986	3.05846441802739	2.57152180610561	3.40835972025718	3.14362323111991	3.58529168970097	3.15718881220561	2.81053026274186	3.21868746671084	3.7421019761063	3.36456046569232	3.53348721098219	2.81001593716389	2.99053695506151	3.11057038373348	4.05271571052869	3.64547744981092	3.93006937240832
PYCARD-AS1	2.44577534440047	2.72148151178617	1.87567460056773	2.48990041587497	2.28222684348609	2.17799941400732	2.52579136791348	2.39683225996828	2.71384562739689	2.65644921441289	2.81475058726546	2.12632193701587	2.59301794927618	2.45648679819652	2.94378873489405	2.75228904950749	2.01941345417631	2.8046906275569
MIR6771	3.88149912785934	3.11678914285313	2.99534693791126	2.56582201900281	2.9088569881102	2.38383057384681	3.06916061082433	3.05332272508819	3.19075263014962	2.59840399531024	2.80353911218792	2.6068418641687	2.95947881763851	3.11646430611509	2.80307352329592	3.37649811630295	2.70247935968446	2.24657964156133
MIR548AI	0.825504111648007	2.03858132899954	0.709164254712489	1.09428481174845	1.76240265904121	2.0853698464259	1.47739608905757	0.336310624445136	2.93608447104571	3.51623111743244	0.590849351013784	1.76240265904121	0.443556807257545	0.825504111648007	1.47256774286289	0.696144355540019	1.75596022228561	0.881753884017029
LOC102723373	3.21739980553786	3.58577026116688	3.21694986731637	2.84197244625859	3.30476685061532	2.50411137241153	2.7867819594383	2.94646556480194	3.46950704670628	3.15419762297145	2.2117302573546	2.66607405389893	3.59243953787875	3.19284926437433	2.8210446204263	2.97356375507393	3.54941030621276	2.72704482654557
