C1_H1	C1_H2	C1_H3	C1_N1	C1_N2	C1_N3	C2_H1	C2_H2	C2_H3	C2_N1	C2_N2	C2_N3	C3_H1	C3_H2	C3_H3	C3_N1	C3_N2	C3_N3
MIR101-1	1.24935980657471	2.005595178105	1.14961182311781	1.27473986385076	1.6033021475587	1.97578809335991	2.06407928583699	1.86113843456133	2.49354813867564	1.19553166532237	1.3084799390324	1.23743652884475	1.52005360765436	1.25866959687021	1.41298368979109	1.37981619484408	1.50917910187749	1.68599001837532
MIR1262	1.46154243678318	1.30762457637905	1.5917887032632	2.14819550044268	1.4309977715579	1.57779864847433	1.44132805987217	1.13049154351419	0.988035850048236	1.69152667752348	2.14932741491792	1.38179800178034	1.47072772282675	1.75034204238679	1.6185245323436	1.75009754764512	1.33377869174828	1.04288313117804
MIR186	2.34068270663809	1.68510267226305	2.99980794240094	1.66501112172151	1.91462521934401	1.72779520109721	1.09813461068186	2.18984379545199	1.84673340619286	2.28820780261886	2.51111306128584	1.60616184827664	2.31819877797291	1.52163973278215	1.65425324903491	1.64919568199613	0.949866017130284	1.3605007618288
NEXN-AS1	3.31023171907252	3.05534011406029	3.30640467447088	3.13709859501988	3.02568008597191	3.12939118430685	3.74222708495199	3.41545665857612	2.918178515136	3.32918175231585	3.70597196875746	3.43435993864955	3.32757048040403	3.02379951749796	3.61067493731826	3.71917120878267	3.44837386009943	2.9629260816109
LINC01555	0.955379691703648	1.59568609472917	1.32669464439961	0.985736703530978	1.3771667883324	1.26196596178159	1.27578376662435	1.35778640354553	1.40954324122828	1.57512863090817	1.41927626075493	1.15723905697499	0.984212128611892	1.40366998750412	1.05105159723173	1.3386363622507	1.70129302659391	1.53827624471589
MIR7856	1.42773722511565	0.981031025884385	0.990323103035502	1.56314374592286	1.31199839591901	0.949213326903377	1.82171705651106	1.20545731541528	1.39422142516795	0.994981188840914	1.00759888477296	2.21868252989281	1.18865697065307	1.07566893333685	1.02034719019005	1.17378216926942	1.45900418834876	1.21211218004573
LOC729930	2.01625700984734	2.23796301388301	1.53555632840524	2.29298040960505	1.90472587786232	1.40135736047733	1.50152166483652	1.14161721303548	1.80085816229756	1.73809078232526	1.31834901034326	1.38349634446608	1.66684377507248	1.37189745266572	1.93198678967803	1.57584041812456	0.981917294453923	2.05143695065957
FLJ27354	3.19618575016767	3.36244691792683	2.93478527379408	3.4768390121941	3.46597087135153	3.4750655422202	3.93113964631852	2.93626820547952	3.59830430142136	3.02006097991237	3.29373398530328	3.4962341842849	3.28709851864632	3.18706646700512	2.98972962534132	3.31321528335317	3.43251497577526	3.2521044169933
GEMIN8P4	3.04622844421976	2.59976403742881	2.19466268646623	2.52988758456189	2.91090444299147	2.32302935654485	2.44902813647396	2.57620735033664	2.20039980346934	2.01833776111274	2.24063382103157	2.17268384501562	2.85780819511209	2.73340280159465	2.4614831908572	1.31645586445101	1.74806809911735	1.99189394036946
CCDC18-AS1	6.07014370395721	5.52728658762605	5.77272242497779	5.54308665226815	5.3262783435981	6.12318400701453	5.5782204194377	5.63038287267718	5.91159101425503	5.74982817992876	5.9456425877338	4.70804547809336	5.4516956757365	5.61754354685215	5.07755092647436	4.30815256935623	4.9145366343894	5.31063018816357
LOC101928118	1.91063347545532	2.41856743955958	1.27878214524316	1.73227651933811	1.57446819779439	2.17502700502268	1.95613286845539	2.42279010952001	1.44553471483198	1.29218637539487	2.42678032359458	1.90650767210398	2.10157318196036	1.65901792592592	2.29312713461543	2.02005566640937	2.5964946064545	2.21515747970777
MIR548N	9.33490218114684	9.04220252322762	9.41018399397676	9.01434988552612	9.48869495919921	8.87084818230209	10.0080097685121	9.69361992602391	9.83280281909886	9.2751316869701	9.68331860243883	9.36219631420569	9.63806907097673	9.71162222323279	9.57914027290878	8.93161140219615	9.17346044758783	8.6897696230095
RTCA-AS1	2.79488733055688	2.52596620092936	2.76522548627681	2.80809852199285	3.36561748936199	2.73586517403296	3.10247687563501	2.12003126083489	1.92742665209417	3.47368488461446	3.25201502532673	3.247178755382	2.6467354174214	2.54381283128277	2.19495598091068	3.00744456877617	2.27870535217582	2.86965972085484
LOC101928370	2.99254058335229	3.38097119727111	3.26433779130696	3.47982953629556	3.43494898065589	3.43526778482618	2.94803160655068	2.87557866614627	3.15830785997619	2.93241881603374	3.18256830302769	3.3583561069261	2.93815771100475	3.62108067758825	2.96739352175823	3.2616877330113	3.46675778250875	3.14858144729824
LOC101928476	1.68144812825344	1.75466295744424	1.8719601911593	1.46468646946149	1.99558002186401	1.38955243089781	1.49787395664965	1.00305445824449	1.5275970878048	2.05707133416002	1.24789314962331	1.74384208126062	2.07051245997887	1.74548287298917	2.08320335237586	1.29557079356724	1.44364677446143	1.34202724903029
KCNC4-AS1	2.25447588612588	2.26854716847123	2.42504201589347	2.14026313161394	2.51922127913917	1.17426359388575	2.23227380333112	1.88652094180461	2.71205168317334	3.13462663860119	1.84517901572939	2.32733064903617	1.68980325175465	2.73417656219537	1.62787685679981	2.08638109971214	2.01216277292352	2.66900215962276
LOC440602	2.5603221148066	2.65805571380955	2.38500927262406	2.85554066289522	2.87021890707939	2.62625821294333	2.43936810954057	2.64189866766538	2.80517001103962	2.40559570922291	2.70904930994106	3.05967314139215	3.1937772748798	2.88632457087355	2.43109192282025	2.25782479580519	3.38479737954906	2.92182974100494
LINC01160	3.79493179455988	4.2696235100709	3.70548978494686	4.02542127243302	3.27508693686402	3.37386180034813	3.64483819205446	3.6795718761369	3.56913320968799	3.66224183564652	3.92672886597526	3.65591818308049	4.03122148604612	4.11674341978786	3.72699339860957	4.08312326192992	3.3934534114811	3.79961165900469
LINC01356	2.45009614868433	2.83922977001952	2.51706904713873	2.47550215260194	2.89380841615428	2.05078349071504	2.6919341084568	2.35001057431792	2.59047539849178	2.65908874729927	2.01666745765541	3.25064774658552	2.57049507224658	1.89535227152398	3.13593326531194	2.31915595667671	3.60745983367871	2.61140594192471
HIPK1-AS1	2.57817665341331	1.8425608204511	1.82816362141642	2.07596890868596	1.2226405067761	1.13525903692072	1.37757297968352	2.13967902942159	2.30834605030334	1.98520980713763	1.28104809816582	1.22022172851834	0.968841649618404	2.19014114799218	2.2669605384974	1.3205312627477	1.50792238944116	2.25067327766774
SIKE1andCSDE1andNRAS	1.92993626048849	1.64524703218152	1.41596987164902	1.02467549870383	1.16357805098296	1.71076080161679	3.36154611169862	2.315512638201	2.27701742932851	1.00218951028347	2.16782427005286	1.11150313701265	2.06640565503816	2.26509128291225	2.78345719873316	1.66219256572539	1.26881740524703	1.37784869673725
LOC101928977	4.57171140203925	3.32649296677973	3.6115264153184	4.44065419318412	3.68648349353315	4.27693119703103	4.22807814691373	3.56410843375241	3.64143318282712	3.66171227438646	3.73209861048535	3.99584266476877	4.65119215697711	4.30982288181441	4.00855258044164	4.0484657178756	4.47677685860268	4.46588191076212
ATP1A1-AS1	3.77277519661911	2.68092838905997	4.22859377321739	4.05920832996456	3.23439886026191	4.22600233162624	4.20367772230678	3.46957498587058	4.37128822892989	4.10960340823677	3.80861108917693	3.39301329245113	3.91926374282773	3.49786092800226	3.13738648148203	3.27821517771892	3.81667971398416	3.74642176005413
LOC101929023	5.0863989291065	4.6686088298428	5.11447768358528	4.98994298378938	4.94113400828474	4.9216229209493	4.53903072440977	4.89744397215871	4.83841415678849	4.78438265608514	4.59457562830001	4.95760400420788	5.28357756009123	4.78110791737602	4.57286877662768	4.40393312649422	4.85956660807156	4.91420144921737
MIR548AC	1.24342244555372	0.783920002905048	1.44523529309317	0.828174926015526	1.33678029371776	1.00947047627298	1.44139734778558	1.66558765725832	1.10117560282491	0.642827139739163	1.60906628886807	1.12198686868466	1.12875270344648	0.916996024594048	1.72098774647667	1.19850988485336	1.48640124536538	0.972533897472396
LINC00622	2.19846613323966	1.68975849106186	2.4681244305423	1.34785962665926	1.37582852270176	1.66125007949767	1.07369676849274	1.46641419855988	1.23953075304361	2.04031092618221	1.10010992819841	1.44849303008887	1.79090068063095	1.64089661232031	1.30884096717418	1.74270019936394	1.1077683218455	1.46752869456317
PFN1P2	1.67131906705214	2.25018055051982	1.42090026936695	1.76232760994146	2.34998155645512	2.21472586457484	1.95660446158791	2.14858604394088	2.2394356102985	1.83216179645902	1.77793934090411	1.80231318740265	2.04962709184731	1.6857873518072	2.38994634353248	2.4351489247087	1.42305606239452	2.16827227063468
RNVU1-19	4.86622575200113	4.64649262434451	4.22905468694866	5.42500909205108	4.79633639493623	5.22225269661159	3.51966295253514	3.95103269414273	3.73648816350494	4.03850743412364	4.12855959613276	3.60855496197686	4.03014799387846	3.88428677793629	4.05239933440242	4.51429877662123	4.62094944025622	4.42591772616228
RNVU1-17	6.26373555939713	6.20464546194333	6.56578471452048	6.83723807389601	7.00009998860345	7.07535393884454	6.24723330833497	5.99962661374283	6.43459250178614	6.69531742285115	6.3685316776639	6.15386068440673	6.55051851962573	6.75616324643957	6.60866530538836	6.97033417180699	6.30300938904564	6.07201289023429
DRD5P2	3.30087300165562	3.34163114898209	2.85841142114166	2.8550243387704	2.55735657278649	2.89902826886765	3.54527703226444	3.29179875664906	3.09574645156266	3.83945525407693	3.21256617486755	2.72767616762392	3.3283997479502	3.51800970962017	2.80108809492909	2.32296713851257	2.6236287538504	2.06651136183339
LOC103091866	5.57355742164248	5.55982711904662	5.80630329016501	6.17387111422667	5.69875010192341	5.72498760089351	5.2226041885362	5.62968158310846	5.39062043633439	5.00454323857517	5.32641919987233	5.34453349426622	5.7456394012163	5.88368366896943	6.07999734391571	5.72987077610502	5.74049343606498	5.79800565229747
RNVU1-6	3.66462917329085	3.49823505039959	3.73728170440035	3.71022851802297	3.69074706094074	4.28171070564072	2.92010744601988	3.20177626932613	3.06623747131747	3.7390199953374	3.15467292406032	3.16748844384499	3.95388357715153	3.70628847984555	3.29323402249837	3.55080494387706	3.41778369307235	3.34496735996417
NBPF13P	2.78265997688841	2.84382272653669	2.42791540638441	2.76321403656137	2.91591153649712	2.80370768381023	2.94249326226542	2.31488523006908	2.59734633751007	2.61427222244581	2.64403764021783	3.15421558633266	2.72681082774633	3.46786590035525	2.4598340880032	2.96641718729209	2.34850679691394	2.34812019516988
RNVU1-8	2.25338974397126	2.12853970422697	2.19006139659058	2.80009194589996	2.61223287811033	2.12077154758812	2.12301920400848	2.05412198586546	1.97582204431155	1.84274762451597	2.34745634017077	2.14321949593759	2.99486862829694	2.81400948556752	2.9425218792814	2.83607770730716	2.47928491820087	2.27697440929532
LINC00624	2.06839899280219	2.54994706123443	2.37217147188229	2.32048636224292	2.32156393083332	2.27261519679962	1.5626096246225	2.91318023824266	1.86109921464243	2.27013598103194	2.49071139949476	1.88509492051513	2.12307975808739	2.20221405504307	1.72459277063945	2.55889047625286	2.40888009911189	1.75533213683685
PDZK1P1	1.2488413571674	1.93272932220778	1.92886778854533	1.5206355638726	1.49645427121581	1.75570853098432	1.17300199902563	1.79437448740164	1.72831035014973	0.934667132708119	1.63254450748438	1.15005134012844	1.14252835790227	1.37659078277439	1.73966379163232	1.14620480868783	1.22913663013125	1.42193765079629
RNVU1-7	9.92357205546429	9.80774338146449	9.62447940997899	9.93177292209715	10.1391864526548	10.2976766262146	9.5905880353819	9.48727792287436	9.79057688319647	9.84328937882943	9.61550328577088	9.65175447407998	10.2596415940694	10.0787103591933	9.92572357397846	10.0035555072923	10.0112398147236	9.7629306794815
LOC101927468	3.84658453788017	3.52408150126317	3.71119615101687	4.57522715844599	4.54060580294859	4.96643730673697	4.38323658805258	3.62080950361147	3.82301420427922	5.28388426457957	5.58949406638709	4.96467038782006	2.5291163584052	2.84466936819429	2.90761996226726	2.70421779058238	2.50859736944583	3.51087102523061
MIR5087	2.42203673931673	2.26252412744956	1.812655145711	2.34686600369069	1.84529659625025	1.86417694447019	1.28533101130147	1.06362323572595	2.1287428467934	2.0359345594939	2.62562382562147	1.57112378797961	1.21204824201276	1.70811202094513	1.63148955853311	1.8566193651688	1.71536648668902	2.39867680296027
RNVU1-1	6.87296046871326	6.76847123054706	6.71698742279378	6.89978227536151	7.09835279156566	7.30281189198037	6.83940794536233	6.59019655481794	6.77564009860466	6.89286200908277	6.68527374439068	6.77161563473891	7.28699076438605	7.21104197412575	6.92407587302924	7.14209478375239	6.87894101832327	7.19354868399659
LOC653513	5.39985681988122	5.91704705147838	5.80547241441325	6.8091530820399	7.01850480594113	7.23105877070594	6.20424639261596	5.93410454314376	6.07973366804184	6.0158960781968	6.80292821651473	6.20667143763456	4.42665075728773	4.98436493093302	4.7043920780755	4.5714943812151	5.33299151891439	4.9741747363945
MIR8083	4.43400275825783	4.37229413062038	3.71112754405119	4.61363104882983	4.03978665604812	4.09729686251932	3.87082525479769	4.08476623124994	3.68163805778409	4.14612496359006	4.16666932444829	4.24528581465944	4.29658154435702	4.59978321185551	4.52851209522568	4.22682011615538	4.34636342691638	4.75835479356461
SNORA80E	3.53156536286541	3.0129854768726	2.80994661860221	2.4052150839338	3.1029593259472	2.18303955270798	3.10336905906802	3.27088292548988	2.85457814448349	2.80739293613281	3.09011570123343	2.24793107182869	2.34636649300779	3.67260519313626	2.52805888734221	3.55681023760661	2.97116758299021	3.30199125210367
MIR765	1.17638005800975	1.72305377354339	1.58432475180607	1.22657850205516	1.90125192819273	1.08390464947122	1.13604948326094	1.37461745628788	0.851016591480278	1.75579185179691	1.25987907130905	1.33218428164558	1.5708601730637	2.03176589100152	1.02505839449184	1.02057979100546	1.55144831791911	1.08689043469857
LOC729867	3.63369799196136	4.04481057309536	3.6674472546019	3.46157026977324	3.72170108772526	3.94279676287682	3.67835323889672	3.55210839000683	3.40952724248412	3.16667434716515	3.39130114704024	3.37544880771504	4.17556223956382	3.98434792526698	3.50141582810607	3.3790378468486	3.97174761935008	3.69374616671869
LOC100422212	2.03803150618741	1.90808268748424	2.16977625734985	2.26833569516163	1.96689577520293	2.06487734255285	2.12121144757788	1.70169113754038	2.32401556364585	2.32032166616916	2.10377154281874	2.41999565804736	2.38880736531356	1.7211107210854	2.1920244313654	1.85935347293819	2.19408523190324	1.73273177393437
LOC100505795	1.41857527963775	2.24610436147059	1.82519964439863	1.68384160897945	1.60002111644491	1.24898767965919	1.5440861100281	1.65240276195716	1.70021937430041	1.41308158883664	1.5275986472342	2.48257446194725	2.25927272371976	2.21688493678379	2.11201006919571	1.70415351975794	1.72340033124539	1.66928021437471
MIR921	2.71595110162314	2.76563440471509	2.10735785866413	1.98349207929488	1.90209853990524	1.20249720563861	3.0222509947329	1.7378335067939	2.37340075281871	1.88180594774663	1.62128046273992	1.96760770275557	1.53497584814841	1.8542244573596	2.03849382428174	1.63723774540101	2.09241813692602	1.29949851643645
LINC01363	0.995528866744046	1.68654186401635	1.67860754126792	1.28752351339708	1.15846506499436	1.30589180483548	1.40268141313299	1.677271336858	1.22013542726167	1.18740544949866	1.45168033308188	1.25881944589368	1.79497751413967	1.60812712030331	1.56617619152634	1.0401213511087	1.41503723566935	1.08989806599588
MIR1295A	1.72908506460873	1.85986687200569	1.93961955900845	1.55922089192383	2.67152589962472	1.63915650711545	2.09520055694538	1.87757041165973	1.60234803930798	2.36268519042095	1.75484472293625	1.78043814833892	1.89923577519036	2.73436732286536	2.01948644680181	1.84795118802108	2.81028155623258	2.14639248114189
MIR199A2	4.03640996305497	2.86753552263239	3.48793857050177	3.76038895072151	3.05424273947628	3.71795531119519	2.84368494331299	2.14352863917467	2.6435107763286	3.73736025482919	3.2938649065113	3.1611603920578	2.76641171822869	2.44368413770248	2.54896160163659	3.89808996370081	4.15834808197039	4.17241719656716
LOC100506023	1.71783393420055	1.74932862126531	1.70321475283117	1.25810336091278	1.64528886444889	1.31211279439782	1.95508646180931	1.61991510726751	2.25544959114854	2.11214755293183	1.48879901549754	2.13619828046772	2.15706613905969	2.05633779755313	1.97748328503604	2.20670461347018	1.68467541280176	1.68598730013435
GAS5	8.99467116470541	8.75769745010128	8.93962492421182	9.22548932452279	9.10794059219745	9.24804750797693	9.08792547872749	9.27658068750228	9.2011512925478	9.18850612747934	8.87316986514375	8.6576407045687	9.62600735975685	9.70826004747357	9.47082099420885	10.1383110001172	9.33622406387082	9.47579282962161
LOC102724601	4.34154588691057	4.52326714280548	4.60123694289185	4.54312692318824	4.08684500504826	4.26469038427497	4.17583897270932	4.20008058034577	4.6078157489229	4.41126764545071	3.84892578789091	3.95329177946334	4.819950906471	4.34717060363259	4.57650080942624	4.60604426079814	3.94406704048155	4.18341240687314
SCARNA3	1.93687623674659	1.64363190169649	1.74616732283693	1.56234120020916	1.56483821270791	1.97565626929775	1.56701017728751	1.69896732175519	1.70525507849122	1.94288155909534	1.73570356776664	1.91429372206874	2.81437570902691	2.37115055270119	1.93396308608034	1.96741386658538	2.26306225301327	2.19591287967255
RASAL2-AS1	2.43464572022271	2.90215028962423	2.51924600974582	1.93810265377222	2.65729247013634	2.77384952553437	2.09121037371476	1.75033206242681	2.1464551193486	2.06592007935916	2.28701562202937	2.22053651003172	2.80344542959125	2.35308308094708	2.32615047798461	2.19200755898874	1.93796542937971	2.79645392856497
MIR181B1	4.14613689320856	4.519758287062	3.36212532918551	3.13191938805073	3.6662268294308	3.39159929664977	3.06841648377278	3.09357565631774	3.24029932025023	3.70676291607383	3.80970177328941	4.38956636426894	3.32886321115623	3.11305716221139	3.08327474301705	3.66354587649932	3.66701318974097	3.91645109132376
LINC00862	1.43109294296597	1.8006313706554	1.49676265504724	1.4819302706494	1.38601805142218	1.06986899033481	1.63086884963036	1.81723248921473	1.70697745425428	1.3896644228068	1.80627578447506	1.64769643158986	2.11838879594224	1.31784058840294	2.45357234151067	1.91043351183542	1.22023626915423	1.42416268870969
IPO9-AS1	4.18376867165619	3.64358819921144	4.23727538722906	3.92511091468077	3.90723630750114	3.50048238373615	3.34386309475159	3.53397055978463	2.91958301711805	3.41048956842474	3.66446453946964	3.30476891407751	3.28164820772723	2.51196899360411	3.12919102011029	3.16789326360795	3.32870040274795	4.17120372828408
LINC01136	2.31781995882005	2.57040920508597	2.54348980305145	2.34901318014542	3.05605219642382	2.26199101973016	2.7906771817547	1.84106850545693	2.70179303004513	2.19069945510527	2.03319081237764	2.30124091885788	3.07405783567045	2.4451551293229	2.42887168570836	2.8394520775682	2.12130577373368	2.64459938895251
LINC00303	2.08310792799216	1.89437896779385	2.1716289662895	2.06212146835825	1.64350090788726	2.23821149097394	1.59696782075202	2.06708323646688	2.45281326618998	1.88787499406036	1.74393192090915	2.50647933243095	1.84454158583472	2.35288006258702	1.48405383186032	2.23660534220377	1.83075308039226	1.61641668749655
MIR135B	0.827826627332859	1.29385209832787	0.928284782225183	1.37993449311275	0.829360053554833	1.20131633276682	0.854404478144122	1.03899020329236	1.46193852759167	1.0372682302954	1.72251704269331	1.24942043920754	1.49609129502707	0.944563992760507	1.08519016378602	1.63913874431338	1.53949654997084	1.00318178393527
MIR29B2	1.74200421779738	1.53926888685284	2.51655341965114	2.24333475171794	2.09680856183985	2.30541172437159	2.35146656003115	1.95620150932766	1.43278411588673	2.03135177520847	2.67684766707165	1.75795453075708	2.08287401090956	1.58810087868972	1.45255368371318	1.20141389412528	1.44285605667896	0.972983456249905
SERTAD4-AS1	1.16484072142813	1.60508892753414	1.2207432834138	1.97390315822509	1.56598692646459	1.06881990576252	1.11632072251425	1.28285808738753	1.56665528705948	1.23790519470895	1.55174367215586	0.989192881654592	1.48581690462108	1.50290983028193	1.46785307159001	1.15031935151543	1.11221907177587	1.65135199521769
FLVCR1-AS1	2.68332142583439	2.62349379966405	2.49412961481327	2.78547783727623	3.0811493160332	3.27790939361364	2.76181574686173	2.26439718950246	2.84572905874796	3.08960980682629	3.6704615360545	3.01929851409228	2.53520287265864	2.42536321762773	2.48944846669016	3.43711002346179	2.9003343482681	2.70839769662708
LYPLAL1-AS1	1.54737108397033	2.3009928775732	1.8245786742929	1.24876574603589	1.45727317231925	1.36083244785162	1.80650522674519	1.7843123805154	2.06310750205712	1.85104681738068	1.29419114175912	1.6760101168768	1.81427843724014	2.66590011080983	1.65573553262264	1.29726115569798	1.76357978180228	1.66573621676096
SNORA36B	1.63159736524763	1.85373407013251	1.54017909872949	1.89037878191195	1.22760263874029	1.35187546211862	1.56277533003904	1.84002537468616	1.71195521892325	1.99076960859403	1.57991961086348	1.46007451339653	1.32842273379675	2.83376610673468	1.80312051499628	1.48778340538064	1.72689173388037	1.79763415595282
C1orf140	2.21464988606675	1.68929335787594	1.72937445726468	2.92854813980476	1.58464413246081	2.63955644264959	1.7919542896635	1.17192628641269	1.52251316289887	2.47030415620594	1.54730361668714	1.9467517950384	1.13889651770619	1.44654232414663	1.37137571595791	1.56567677522902	2.14654093005739	2.1518082807026
LOC101929771	2.91514098737203	3.78965005421268	3.7575472028663	3.2141486609944	2.64789820097969	2.70852410433917	3.5081237766143	3.61311722943327	3.43756366199537	2.28084899013487	2.51853151268477	2.13550007899472	4.53416776009933	3.99894369496617	3.71338449143466	3.01324411649781	2.90873673953583	2.22451706380158
GTF2IP20	8.00078975504836	7.85172463281204	7.8847425062133	7.60521362734194	7.45307899273298	7.28673231686868	7.95479479355234	8.29415352734011	7.80664708660288	7.54822583378927	7.69842116018173	7.37298482350557	6.9845208071285	7.16203224270615	7.2267386248966	6.9339294766848	7.18476072975468	6.67952855028511
MIR5008	4.42027296776559	5.02674076473636	4.66394634007839	5.01465979646486	4.89943486551262	4.79756342543559	4.50224308367488	4.50397520060527	4.80746003338259	4.31697517834221	4.0038525968855	4.94555751321793	5.02251838701264	5.21583966542912	4.64388072315091	4.68982649559837	4.681448702274	4.83272260755164
IBA57-AS1	2.14089670084986	1.64516856144266	1.7802136421294	1.73798852386099	1.84835829413607	2.27089910666822	1.96086643556507	1.54869384898497	2.10923054376665	1.84686217957354	2.35254796813869	2.1179750420879	2.00979540051275	1.71664024911415	1.25424824665973	1.60657764949322	2.28052930211054	1.22878795618713
C1orf145	3.36932228341613	3.27150604056268	3.40103105742044	2.33810444038164	1.43039945199057	2.07456375125133	3.09963285169073	3.23959200401249	3.06347302033191	3.60107175302439	3.0946531855914	2.76976388735162	2.13576415272513	1.67340886078401	2.22551558971231	2.89219739324199	3.33639619482359	2.99445971764555
RNA5S2	8.13787052213493	7.83780442060265	7.73851978262451	8.61393184497179	8.69777709780051	9.39857505664301	8.10840224661336	8.19575484706898	8.58164670543434	7.97857806962155	8.22664545767158	8.23765950927296	7.97368005325457	7.48141134441593	7.66999399770586	7.55857344429	7.42986647173905	7.42287135516276
RNA5S3	8.13787052213493	7.83780442060265	7.73851978262451	8.61393184497179	8.69777709780051	9.39857505664301	8.10840224661336	8.19575484706898	8.58164670543434	7.97857806962155	8.22664545767158	8.23765950927296	7.97368005325457	7.48141134441593	7.66999399770586	7.55857344429	7.42986647173905	7.42287135516276
RNA5S4	8.13787052213493	7.83780442060265	7.73851978262451	8.61393184497179	8.69777709780051	9.39857505664301	8.10840224661336	8.19575484706898	8.58164670543434	7.97857806962155	8.22664545767158	8.23765950927296	7.97368005325457	7.48141134441593	7.66999399770586	7.55857344429	7.42986647173905	7.42287135516276
RNA5S1	8.13787052213493	7.83780442060265	7.73851978262451	8.61393184497179	8.69777709780051	9.39857505664301	8.10840224661336	8.19575484706898	8.58164670543434	7.97857806962155	8.22664545767158	8.23765950927296	7.97368005325457	7.48141134441593	7.66999399770586	7.55857344429	7.42986647173905	7.42287135516276
RNA5S6	8.13787052213493	7.83780442060265	7.73851978262451	8.61393184497179	8.69777709780051	9.39857505664301	8.10840224661336	8.19575484706898	8.58164670543434	7.97857806962155	8.22664545767158	8.23765950927296	7.97368005325457	7.48141134441593	7.66999399770586	7.55857344429	7.42986647173905	7.42287135516276
RNA5S11	8.13787052213493	7.83780442060265	7.73851978262451	8.61393184497179	8.69777709780051	9.39857505664301	8.10840224661336	8.19575484706898	8.58164670543434	7.97857806962155	8.22664545767158	8.23765950927296	7.97368005325457	7.48141134441593	7.66999399770586	7.55857344429	7.42986647173905	7.42287135516276
RNA5S10	8.13787052213493	7.83780442060265	7.73851978262451	8.61393184497179	8.69777709780051	9.39857505664301	8.10840224661336	8.19575484706898	8.58164670543434	7.97857806962155	8.22664545767158	8.23765950927296	7.97368005325457	7.48141134441593	7.66999399770586	7.55857344429	7.42986647173905	7.42287135516276
RNA5S9	6.9816764623471	6.52018314104395	6.3442837816942	7.4604765085541	7.43098586259047	7.89726725570668	6.97523446553577	6.97120756406018	7.52003369071965	7.05601697576171	7.06150838331168	7.10971986410745	6.41955326584313	6.29150890216329	6.44966112971169	6.19774982377968	6.05968379261176	6.68465538600082
MIR4454	6.07415754448808	6.12814397899825	5.81167110123244	5.42835944026646	5.29310039540591	5.49995847200209	5.89686767417088	6.05189186867278	5.95635183502649	5.96897540383631	5.6053677836303	5.32984589426922	5.48064805785648	5.39550097354129	5.44247636919784	4.8882648795224	5.15559387420297	4.7293398861925
LOC101927765	4.01663170957209	4.46666383662532	4.19367093011061	4.89812364416413	4.84708289456255	4.78516781766039	4.35448104193616	4.64372314720447	4.18982048450277	4.54091293635746	4.32887587147979	4.50684020826431	4.24343401509856	4.30304600490089	4.58962840915207	4.18093860641064	4.35221197955645	4.03364074558789
LINC01348	4.32798238848788	3.71682297228784	3.53776597838824	3.54750757562309	3.94843262652003	3.83706852562964	3.92499368745976	4.23873284083812	4.37019859155307	3.66357876994533	4.35675969895746	3.79944244310309	4.24095131559201	3.25771949234927	3.92520251317746	4.12642321558235	4.35445145363819	3.37410490359888
SNORA14B	3.81714187280363	3.48059550213907	3.51865613921642	3.77656521529873	4.15816970949707	4.35299665956838	3.69467129026691	4.136757254215	4.51620117259886	3.36849523998392	3.54002860596601	3.89517156146801	4.26900906269272	3.83230182438973	3.89639067340897	3.90452594246076	3.59527593622282	3.56048077703765
MIR4753	1.62605099899529	1.72656293901878	1.6118650028406	1.05638743975499	1.59538075858063	1.55208109654405	1.51308167819587	1.32932842221071	1.29515895322497	1.78702553152122	1.01785258251353	1.73951052847908	1.1576601664536	1.197359653907	1.13244341090621	1.24681138138179	1.69570888264664	1.18538725408762
MIR1537	1.38812404316112	0.922748848040415	1.48879379904362	1.26244175609929	0.972605319924615	1.14135780940861	1.0729152327967	1.14795632242548	1.3441130158136	1.19777477544703	1.66721755486274	1.39472051831669	1.55719255906509	1.6234103455682	1.71952660920795	1.60407174738241	0.702973780098946	0.872361465353162
LINC01139	1.90036010553357	1.52491942947232	1.50363817573627	1.84471979490643	1.4733919528083	2.09536755511579	1.86869249769709	1.78675556098269	1.73524588526059	2.11170700106159	2.14522941161506	2.2848546517856	2.1346122345537	2.57085870580365	1.04545737731077	1.70919124479905	2.03889413322219	2.04853107046542
LINC01347	2.50647002353298	1.97669462418731	2.63567998183741	2.4780040811177	2.5161165443309	2.53786697919927	2.16622199715643	2.03835138656123	2.0249888710781	1.8843937026025	2.85213115120768	2.05347502911434	1.57454508036985	1.74204157326238	1.92269490371976	1.42486457655117	1.22246769248255	1.5153563526512
LOC255654	1.82870394452498	1.34826751741757	1.21675790788913	1.31759428327049	1.39880160042331	1.57545653280759	1.49438488497461	1.62150304446113	2.4997772278368	2.04456468239999	1.73252684015094	1.77071735438182	1.03964339519099	1.61939702582927	1.24049502856751	1.17352932804923	1.26082964890614	1.43066386294413
MIR3916	5.21731779790923	4.77682822887515	5.16618585655585	4.65245418646576	4.59133296789746	4.97278407475417	4.76010373679912	4.74019725867107	5.18081490511515	4.4470545605309	4.63583870046566	4.82896974828491	4.83869724126914	4.59907177987303	4.23524404952769	4.6922851944154	4.77132238178382	4.73850556098612
MDS2	2.44024796188215	2.36256737924115	1.9395505234586	2.12923150403341	2.47519363302675	2.94465100025276	1.8169968927457	2.09516041014631	2.76302757417235	2.2266585261119	2.27115712496267	2.65443033060967	1.93680651732135	2.55522013166359	2.07900925626315	1.97772702136382	2.24971560665633	2.36857821434156
