F1_H1	F1_H2	F1_H3	F1_N1	F1_N2	F1_N3	F2_H1	F2_H2	F2_H3	F2_N1	F2_N2	F2_N3	F3_H1	F3_H2	F3_H3	F3_N1	F3_N2	F3_N3
SNORA37	5.46892565071819	4.67709490904503	4.41751826289908	5.10286810432068	4.93331948706394	4.91260256660016	3.86158643426493	4.80940352817206	4.26811429518364	4.37235669633362	4.09976338231412	3.97331808815115	4.35207979143044	4.82371477684139	4.58019014597742	4.9122283415988	5.13673899733335	4.0162894118257
LOC101927229	1.43644356577497	1.77157534865725	1.32950500880599	1.58474798964731	1.45429401895417	1.83066204956352	2.31220203559777	1.35942599815768	1.51125967088654	1.57552759151963	2.26761518575382	1.84978670195288	1.64527332924249	1.21236173750026	1.68624544854177	2.04697535697098	2.26717885861989	2.08942213848433
MIR3591	1.31232018896472	1.42531047601248	1.50070577905485	1.08249761449045	1.51857363591278	1.05336055541822	1.11821393095726	1.43397302870725	1.17533155584274	1.3274129725335	1.25678664836853	1.56863964404158	0.987425310002919	0.903019842031086	0.772306136127978	1.01766606305457	1.44819355426438	1.13856774896173
LINC00305	1.1384414783781	1.17425402027939	1.24616929981766	1.19243766000702	1.74950127689913	1.15424194923694	1.17242439414757	1.69796108184241	2.02171303965506	1.2954337979266	1.24474951179776	1.28281061832495	1.48717973572132	1.62619569444246	1.27258899906523	1.41492222849478	1.30530554786522	1.55842477976318
LINC00909	2.79115859760939	3.29075923002192	3.69032650124597	3.74185620982024	3.16929868601578	3.2321184507823	2.03057088072376	2.77820901288483	2.73736074039027	3.57141948466595	3.47310315634453	3.3219437166499	3.50923394785615	3.72455392665904	3.96493905992663	3.19196834318508	3.412652328092	3.44636099863488
ZNF271P	2.10119452788719	3.13577093268502	2.38131030900068	2.67001627997662	2.35959519740896	2.94291033855856	1.81572041234583	1.43292328275464	1.47229524223035	3.2642120308938	2.31411656920352	2.58851293967399	2.36030283263663	2.2705751843089	2.63640897422183	2.41699886124916	2.174619849637	2.78710188459176
OACYLP	1.73533713939616	1.99158616363598	2.03369486825679	1.9278000277725	2.88396546487809	1.34963244801723	1.59811295284039	1.96317419725951	1.18911565825379	1.66719766162862	2.11953315564663	1.76452081178774	2.41989781690754	2.19439021505551	1.80690770683784	1.66393767964431	1.86765150072504	1.53031065285801
LINC01539	2.75048742405393	2.92901509252159	3.36694627178191	2.95670265931039	2.99504300751558	3.73056649335449	2.86443686334702	3.38513249995688	2.99293294258517	2.6434820965884	2.36361386591901	2.59674698772371	3.00119180080147	3.89169735617465	3.06990821644025	2.8513381699678	3.17169384572314	3.19761404875423
MIR3187	3.71744862784065	3.4831183377966	3.58555007669008	4.21998253057576	3.92939967178601	3.99806012509873	3.83570387005605	3.38216811033724	3.880128549446	3.22091676630578	3.78305352266062	3.25721510120261	4.47060323825467	4.39528201965343	4.10334591717433	4.02360409372493	3.99564356145614	4.36705267567998
CACTIN-AS1	3.97393862196422	3.7059323525122	2.93626838292211	3.38819368482534	3.80679461290507	3.65702647385105	2.77289337610008	2.32628070312166	3.54351794835262	3.1674693916935	3.14302215772705	3.76467127996694	4.13247118805044	3.72632325480286	3.57981817773229	3.38613106507094	3.84431361213289	3.51758891985834
MIR7-3HG	3.34452073767882	3.0837593788606	3.52993453869095	2.43096479339138	3.1547942336504	2.8817593066637	1.92711837810824	3.23573891599507	2.99758583934587	3.03488019812236	3.12343487910318	2.46309979149863	2.83422412086629	2.46925345755176	3.22607801890958	2.22935689699558	3.1375257689888	2.61407045817899
MIR7-3	2.49112129915016	2.03293253302032	1.52498982741573	1.95249531995865	2.22060401044472	1.69612264067352	2.21322054646927	2.75461075763191	1.96032905436122	1.65890507291293	1.62423605655552	1.57635895536158	1.78952769896305	2.29482747504993	1.92594575505573	1.99460397071284	1.91725009003513	1.80855825411252
MIR4747	2.31682312535556	2.10488085845151	2.91042466080788	3.2146645149883	2.68732444946972	2.26587095194068	2.64958059159343	2.74264630172413	3.4349836278856	2.70486140717471	3.23825407995162	3.01194143601462	2.65977512081079	2.50336832394778	2.56766637408196	2.71801549921633	2.29704998089184	2.419783627748
SNORD105	1.40054414651266	1.33745833544235	1.32447977884556	0.961057156806061	1.11047588565804	0.909510485208699	1.58737068961325	0.77807622760226	1.23340742364182	1.83729291808707	1.48286143791444	1.15601773237056	1.16866763870684	0.827063599524336	1.17219122585102	0.76716262084816	1.20889498480355	1.18952585552827
MIR4748	4.73368140305899	4.63940508070404	4.5259087306934	4.42803675960606	4.74102003047332	4.59367294384743	4.18657999363913	3.63069935566624	4.26475126155135	3.26007486802267	3.15991903130441	4.3646576865697	4.14075901823911	4.23170000952217	4.3597528487903	4.79729302973525	4.44848137490575	4.28520411225611
MIR6793	3.85465123140407	3.62208820125542	3.17054372715452	4.11734475518431	3.52852031866227	3.43935783759752	3.62695875418177	4.07438038044999	3.13640922839382	3.02613116885645	3.30421640828803	3.4300253863522	3.44846793385236	3.24579603419939	2.77776840329266	3.52700954280614	3.18928625682536	3.63695080398574
ZNF788	2.53786552349419	3.02407398667068	2.8905194958043	2.95980617373872	3.36200400070521	3.89102034431213	3.03529037873599	2.35923323455424	2.67504969723914	2.74472187159171	2.90760987577778	2.89514955044983	3.95225197128124	3.93304517596749	3.42442290960834	3.94592738996238	3.96851407929694	3.99005647790709
MIR6515	3.79517703457813	2.35296914500512	2.37390152664505	2.71008919982653	2.80465297686969	2.29622868754113	3.58882820637173	4.30391821654176	3.12180448293839	3.34961874603623	2.7790390529162	3.22386693742765	3.20016653175227	3.11054398524181	3.14611813782006	2.71113262750612	3.29993967451845	2.89406504751742
MIR181C	2.4066584989931	2.55140951532798	3.26142370735535	3.25960394224023	3.17381039025506	2.55032121690744	2.39631543325323	2.39503520306096	2.72814052345609	2.39685457949684	2.94810262330723	2.9575336492806	3.0518022374272	2.71618773883721	3.13051133904194	3.10659447586754	2.97704562929505	2.95518507362586
UCA1	2.31395802975779	1.94877475830399	1.90975613058635	1.70223693701817	1.47472616164759	1.97049624584616	1.83277480377837	1.95628949823298	2.31101134229595	1.50245621085823	1.77383184865966	1.52416887346816	1.77464270306392	1.63777612064599	2.01713414065286	2.29223145912146	1.83554853835148	1.77951069636238
LINC00905	3.75807736411889	3.97887269306664	4.40785540630994	3.9393122478141	4.59837239900908	4.12869940359198	4.0083149650974	3.68569397033395	3.70666186526433	3.89768251996089	4.00823901568694	3.57466757681942	4.05570507438124	4.41353903516593	4.14516252769102	4.23472541198083	4.1567424279076	4.28467793762155
LINC00661	3.08641386881312	3.11583861182523	2.90569794687597	2.753843961956	3.38735833349314	3.2333143951655	2.74075829514015	2.68908974981236	2.70807997106846	2.95806004558763	2.67226083045049	2.97783651959397	3.27647266867856	2.7748745916206	2.60713582405073	3.24282047669326	2.90305836363528	2.55804798845673
MIR3189	3.53076008064415	3.7633848094704	3.08770176223565	3.40709968530064	2.92406842690072	3.36868807793513	3.63229694766291	3.93735780510979	3.8886667161433	3.93448370479954	4.10990250637333	3.7853508018949	3.1506453953149	2.90374509635039	2.61375866916922	3.55539845779677	3.32630581568368	2.86710764775424
LINC01233	2.30271334570789	2.13661637753333	1.6863611457296	1.56023894181455	2.25009834077695	2.40633669553724	2.34578742837204	1.67295451278907	2.31337533343382	2.239123487104	2.20257801978093	1.38894552417983	1.59224980212291	2.05282205432592	2.11973695172063	1.91126178280543	2.34377519198237	2.35093032522843
LINC01532	2.36845923368522	2.09787268859389	3.07703405771699	3.48753738247276	2.76865258981524	2.77331335594018	3.09310490632664	2.79186091398694	3.10384429409056	2.9450465017928	2.50553644242574	2.32241824480549	2.73604424661547	2.40543327549553	2.88804897792514	2.44455178850732	2.99175640853669	3.02423883999941
LINC01533	1.03541381311973	0.88665522750954	1.29761892200193	1.20595649864988	1.63363957589938	0.878525810954346	1.60599809638415	1.08833377811375	1.39988369631808	0.90153916108472	0.936144009415015	1.63347781963162	1.10828817301168	1.05418646484815	0.99520637352411	1.35690989047477	1.15138650436466	0.82315799710063
CEBPA-AS1	3.95809378518674	3.83451220867464	4.06688322500632	4.41672999863179	4.21117212411717	3.74920852146226	4.34333925467836	3.81514791953845	3.94741698130927	3.75196288336013	4.11752081775909	4.2939633245112	3.87130711266842	4.17015241949449	4.07296199279911	4.34042466870507	4.31997635651179	4.48317720115344
LOC100134317	2.17973888681401	2.66113363048218	3.30514169285929	2.76402210245353	3.09443445807065	2.30715300226328	3.08283909517588	2.9509334709498	2.73763075666759	2.65787921943631	2.63630706460868	2.54490701694998	2.30010399070507	2.3585456816338	2.96527900343615	2.32664035134609	2.67702802673346	2.3961220164876
LOC644189	2.73112102883401	2.90910644436492	2.33203295461244	2.96267972783199	2.97607315830076	3.04495699330224	2.03744539685051	2.19347762624832	4.41349052751229	3.01341362499589	2.74654030752125	2.78666480941947	3.05460009652542	3.12097285485894	2.22255553291421	3.71376695885927	2.56925530693469	2.764031452838
ZNF529-AS1	4.04798446665512	3.74486841715838	4.03811437554805	3.66759258006074	4.35157602976715	4.41131075350515	4.47691519022815	4.82352192976382	4.54818869756459	4.32930280889108	4.63030579189229	4.71801476864349	4.56888299340594	4.72976676570966	4.57531033719776	4.65569906977178	4.73311370663683	3.98087174191978
LINC01535	0.864156809303043	1.32466969907536	0.790662449648599	1.23624200705562	1.51673885724891	1.12565873078844	1.19538132094625	1.3997838424289	1.640504924537	1.94702313967578	2.02401420387888	1.36140932817105	3.60363888542324	2.28499675420032	3.7101219292054	2.3005365070548	3.43304899965449	2.82680943390277
MIR6796	4.29320115582707	4.15623538998633	3.25570944027851	3.74556189252324	3.88079711260934	3.75954449963469	4.18229794494698	3.87263861381533	3.44795889892631	3.98367505352445	3.59261220927395	4.01728708595058	3.72557767182857	4.11871241533679	3.72256773237556	3.90403431243016	4.00035141347763	3.83628295322929
CYP2B7P	3.18955758775973	3.28979825414732	2.43945900087126	2.45535358967382	2.97478235391163	3.23075743405318	2.62765901114336	2.16954724278135	2.35122702359701	2.51052000836397	3.14069446954739	2.5209617172867	2.48395627241745	2.4473215841967	2.89049693343636	3.51823234918664	2.92131520697245	3.5771188381442
MIR6797	4.05646899362282	4.6729849080549	4.25282813701683	4.24059740832496	4.39328637321863	4.41196712827742	3.47109468426074	3.39551941614045	3.94284492896766	3.55072084472159	4.00025092030421	3.51492357482333	4.34717633789889	4.2456593752223	4.03391443581067	4.56761299200274	4.2691160813013	4.31151771879063
LOC100505622	2.71816826037111	2.70225322814618	2.55447401498083	2.58846944968606	2.72279937380466	3.23926823554293	2.52081807491645	2.89019171562385	2.48802708471099	2.52565507023843	2.72752691422638	2.82237259617179	2.5563992785115	2.9447302334268	2.85796768327446	2.32187441974852	2.52006046718941	2.22212128838899
LIPE-AS1	2.39125635881992	2.54698077887318	3.72152071439672	3.04621149574055	2.95903942212864	3.17590060445664	3.23334181154859	2.79262672883181	2.84298286335122	3.00846527892303	2.48026246388489	3.06140077440718	3.24641438103447	3.54295752449491	3.53046974666572	3.2048973985408	3.34551008896355	3.44916355355002
LOC100289650	0.986615718929915	1.200742305945	1.33530704704428	1.07021415368406	1.05815862196124	0.671713644509041	1.11887086570154	1.42732952934891	1.09734135195892	1.19841158663384	1.39950963406548	0.691337975607941	1.770263640764	0.92682501607717	0.869913129372983	0.788949119778524	0.855706106134592	1.01804382277083
EML2-AS1	6.38496088849778	5.81406579831553	6.14514181044802	6.13479448445172	5.58915065049183	5.88408298839198	5.76448538405335	5.96843260210242	6.40367999090645	5.83229998824575	5.92595867866528	6.29520578049817	6.29122642909747	5.85155988536143	5.95119131202679	5.73701319398087	6.35069430430665	6.54046850738021
MIR642A	2.99496822600976	3.53079575077566	3.95980364966725	3.06166900440079	3.73392779113793	3.34583136550526	3.06108488887177	3.67713863894514	4.12047387427955	3.64364939625484	3.43001281885187	3.53434917836139	3.05584302850003	2.94063079570243	3.45262171084164	3.3392857442819	3.63470837693154	2.96343550852017
MIR769	2.38746425888074	3.07809346342496	3.02828787154057	2.92235732491389	3.4367044126179	2.90142301107393	2.84513113433576	2.6150629383193	2.29304830960644	2.78813380801169	3.60993451808567	2.53214151584627	2.56697749019767	2.92504696601653	3.06214478748924	3.41222292736534	3.18341317510896	3.20011889692199
DKFZp434J0226	1.50340424868931	1.43219683765673	1.10146503890148	1.00156147556661	1.06232608889593	1.59429979685204	1.09871611071142	1.07998626822947	1.3569538029896	1.09800548753776	1.64685389970099	1.56890681911339	1.19886775983838	1.93735378207663	1.48092092153842	1.34867667678156	1.15712217572215	1.25562827030034
NAPA-AS1	4.75443051193452	5.08669985870487	4.03412682307802	4.7183861744551	4.68895652844105	4.32282649116645	4.63320261683199	4.76348856876168	4.71538611325583	4.28215701103647	4.8156601495181	4.99286189736262	5.04338567064965	4.50102855683356	4.44703302994809	4.47833741050369	4.71303525597657	4.46765604889279
PLA2G4C-AS1	2.7303141475944	1.98400018279088	2.36897412702891	2.14025391241586	2.4210873551316	2.35490579493742	2.13468225117875	2.72777268513095	2.53135669147359	2.77343392617949	2.18714607118617	2.40529488585214	2.19026728303919	2.12396797330006	2.12531020591114	2.12020893976858	2.33999370020786	2.32427104468967
SNAR-G1	3.8036760462792	3.69578795181517	3.78845273046174	3.85545546917396	4.19649545424868	3.61909936993993	3.61162167190969	4.14875686685537	3.93528849044813	4.1187375827083	3.83388619270092	4.29159667877408	3.9725528466819	3.5130049690901	3.54593272739421	4.23324675117569	4.05492355086562	4.04665026936438
MIR6799	4.43517075280673	4.92690368086589	3.88744152582453	4.31073432295179	5.04007492604798	4.49721972114988	4.63097285042799	4.30564239104299	4.11576876359888	4.7962731832643	4.74513100141119	4.15176953956945	4.23686781975947	5.47807541796784	4.52773302864873	4.81590125272491	4.28678758485948	4.8550397914335
MGC45922	3.97164849629929	4.27544302080827	3.87789617394003	3.93960538266887	3.47150290856333	3.92422747555848	4.40473754572707	3.46752207999068	3.65413630294694	4.17794716223391	4.27187452115331	4.04762827424487	3.91962472626924	4.19080699472012	3.92420923033543	3.91470275249202	4.2235219153934	3.85842980347854
MIR99B	4.47332769777063	4.67248315564506	4.51309452983247	3.99413731238257	3.95800094176333	4.6347040097011	3.91661015369927	4.41253047067364	4.53018719210746	3.8497752732532	4.62675062569822	4.48860827074248	4.13569734335181	4.26423237003728	4.411964720564	4.06824982760916	3.84135412109316	4.28364919776127
MIRLET7E	1.26956554336622	1.55211666880827	1.76122885506725	2.43715292965634	2.08950177419183	2.58149015178838	2.15133126233968	2.68699097860364	2.11399376322604	2.30947879033505	1.81508511581701	2.15103996837315	2.4469882911433	1.75632271869414	1.76878916805674	1.97777166721813	1.99683329529586	1.58650726210438
SPACA6	2.29183888138027	2.19871378128252	2.68671817120253	2.79063814122939	3.10437768023294	2.5242447356751	2.86241412060409	2.15840251513655	1.84780112277115	2.95603394385399	2.11791348813204	2.41875402065307	2.58943973511719	2.07743250489483	2.5469326750732	2.91148698956525	2.75523821358275	3.04881804206804
MIR6801	3.05219697755189	3.71024921950172	3.53706254245244	3.04430679317031	2.96611205980941	3.20944252996327	3.5575919820264	3.2837415269156	3.53435714902613	3.18543103417923	3.81021464757671	3.53999453129411	3.69890174442603	3.42856238284137	3.19941012290838	3.60418504109332	3.67421464704798	3.77577473947968
ZNF818P	3.74549573089451	3.8432771486827	3.62364626162643	3.49826177718536	3.4212169784872	3.37560713887615	3.19773080115419	2.52257039336756	2.88551711352736	3.37988034481236	3.42811085417969	3.25114658033651	3.63481872703603	3.36619563379812	3.64833699595859	3.44209698011488	3.25939786804197	3.19328015167522
FAM90A27P	1.99499637499544	2.79679463627391	2.75588210830839	2.3831984335873	1.8469966313571	2.33201896496916	2.09139243322812	2.73606939009749	2.97684270858117	3.75245490400202	1.93352782773241	2.4720720320796	2.41711528200982	2.35053845969268	2.53278164388765	2.00745632268595	2.74428798000071	2.67225564035364
MIR1323	1.18415322453878	1.37994220717011	1.48373956073346	1.23825276344654	1.63474230978904	1.08580072717842	1.86931784687207	1.27498122479032	1.46799818668142	1.40220474797463	0.894031524775138	1.06485823114968	1.55958650090173	2.01188921728412	1.06203598179386	1.83936100096034	0.93500484369794	1.3869536897599
MIR520E	1.1672960770545	1.18841350037968	1.23855140757219	1.33461519346638	1.45019305129889	0.993574379586363	1.34600278105262	1.13844419616991	1.32256732949517	0.96923734283552	1.70668933320598	1.5097066336615	0.789938119201079	1.08893056648707	1.68546762900917	0.91325596805695	1.17199397654438	1.44375310690545
MIR518B	1.52290482719536	0.88799453425954	1.58283807140546	1.86530152907305	0.868830564375334	1.33836961147925	0.639076848717815	1.23515195621501	1.5975804809596	1.17074604417349	1.07699853332568	0.949928245159431	1.01176786441607	1.57481838150945	1.13941203961671	1.57558077782419	1.21070227811986	1.10739900691159
MIR519D	1.23042054409458	1.14743666145931	1.64869162172476	1.71481015006636	1.82417725897704	1.73989635594779	1.14060020230503	0.693214818380047	1.12914995034234	1.21900054065433	1.60913104617815	1.51503041374469	1.57340174366606	1.0267193224483	1.14095158800251	1.15490903264617	1.3675086305707	1.55220431104971
MIR518A1	1.29965348205005	0.775193671913513	1.27746942652491	1.84071232616833	0.985365588667226	1.11966181719295	1.45454396362677	1.58517099906676	1.27922418342102	1.01554836661743	1.3409711585967	0.882177583983369	1.23062819123521	0.910363218803801	1.3293343265583	1.40244955365483	1.22462760247276	0.898934404999743
MIR518D	1.35084436171752	2.76309842977744	1.69739011321625	1.80378033616817	1.92237543744473	1.9735755512993	1.36721115902542	1.86557000096536	2.23122438891025	1.48172922826505	1.617429236202	1.47575720545471	2.07139263335211	1.5017794686036	1.23246024260082	1.55291599888264	1.4674135620712	1.3354339568441
MIR520H	1.43419001020123	1.12357219139114	0.928144263397865	0.925209460252364	1.06037850148802	1.14245040114535	1.51344272528308	1.14191894176732	1.09739488010083	0.71879853146189	1.3205542453969	1.00402640242504	0.856856047780345	1.09309313750768	1.34987376084874	1.35061886521249	1.43438002848685	1.47916153801428
MIR521-1	1.44256174796534	1.55641056375903	2.08277022136161	1.525067373179	1.30167125873267	1.08816280480555	1.49781145636216	1.62084838369699	1.31256719205533	1.2272946222311	1.84429216766971	1.20104822173429	1.50487041973458	1.94899508621504	1.58434706031363	1.50369049380078	1.57261294258873	1.58986971883872
MIR527	1.21356065984178	0.81341811530638	1.04152854700244	1.32952799437628	0.939796311642441	1.59976846908802	1.24487211842588	1.20834461040494	0.773064937607713	1.42537292192459	1.40279360355761	0.824863020473869	1.15050290984201	1.08829360787998	0.833802705093826	1.1446868131865	0.920628910527163	0.900786540445614
MIR371A	2.62735580576573	3.79190963522951	4.29260216684571	3.16843689679843	3.20199801281279	3.56104449839467	3.45415851933834	3.68168355688821	3.72559451888705	3.51970683738711	3.53320656567418	3.22924225150106	3.6510720024155	3.34497510675365	3.88170572173108	3.21607089065602	3.28280376009818	4.14157098761326
MIR373	2.65683957796303	1.59517035636729	2.41857972428892	1.26290978700717	1.86387870927924	2.53301304526495	2.17807421333893	2.83904676198758	2.5450893928283	2.305578597888	2.11952538764921	1.79529769649596	2.64861825609556	2.33264933501954	2.38838940655998	2.17605507562973	1.99060474978665	1.97367026798215
ZNF542P	4.18456306330542	3.85947742818416	3.32630104921147	4.39803484794488	4.48144599651863	4.32172958468772	3.17227863946187	2.6731623696969	3.25630995663535	4.32773574288303	3.37868971949847	2.98495469124884	4.3984727666181	4.86718314464804	4.20097505779452	4.18958377161736	3.97783700061179	4.16554680265494
MIMT1	3.5997967595637	4.52886650512909	3.40068446549753	3.78396048014451	3.87997066610403	3.4949411228706	3.90710625812076	4.61490872189399	4.29426178983411	4.27914978462986	4.32722672366081	3.98239168798708	3.81404795128422	3.48567993724443	3.70931779800452	3.6103603154573	4.09225849442145	3.97168201479398
LOC100128398	3.78616731397684	4.28355179952867	4.12301371710223	3.86858863282881	3.92241355615286	3.55461959902177	3.71472069669745	3.69235075116633	4.34439515098504	4.1730627579682	3.98535363797503	4.44948825633151	3.83202121768841	3.8567099348366	4.06775420708642	4.44469528149039	4.15372033357225	4.16585460677078
A1BG-AS1	3.13932771951326	3.30758723558945	3.53084923142726	2.97806247373632	3.29308790490968	3.54951328047856	3.67383435512149	3.0108895793721	3.73570718027144	3.24059793965027	3.8085227930422	3.71832726515218	2.67434581205437	2.63515510311746	3.5152941128628	3.26873338353758	2.77866849973222	3.56447578005427
WASH5P	4.48689683569742	4.24473928103096	4.05112936191626	4.04916252971777	4.129458444273	3.88959781740186	4.28725211360851	4.64894328860719	4.11364003890553	4.68026938391855	4.44673570341961	4.25270331890686	3.88948711811385	4.1280826391073	4.67686924360581	4.34032358252203	4.26660874555954	4.27117238466095
LINC01002	8.43806175672826	8.49058770393976	8.51550100986683	8.24771543425848	8.35128056980573	8.34788564650248	9.68447648192586	9.49082043943653	9.4927730787686	9.68359936397657	9.59322027381923	9.41340328924002	8.80155848238877	9.08465945617993	9.21667989573976	9.08606350431678	8.74632571269068	9.05455879998714
CIRBP-AS1	4.52705031959274	4.09869155629084	4.22304165154848	4.1696703156636	4.28099827538713	4.47211325012578	4.24346695180908	5.29972844574676	4.71913054118657	4.55496551116626	4.66190479054661	4.43605806245292	4.19846775481048	4.00220410326026	4.47055356426146	4.48465984356296	4.05429406776866	4.03097725239224
CSNK1G2-AS1	4.96669022401191	4.3931322411312	4.42152314495361	4.41643281395628	4.47503571007724	4.51915661747795	4.45347863141948	3.35653126340485	4.88829367724079	3.85637662164895	4.81748992909554	4.56193130658836	4.47355155141059	4.26991883620999	4.83267773779149	4.47096084422346	4.24113945117108	5.04543789034248
LOC100996351	2.35032261340905	2.14681378746146	2.50697645026316	2.42179492352379	2.44285840093657	2.6037571056937	3.12582874118449	2.89504663862059	2.93980542400275	2.69865660803937	2.39688730650847	2.31986818613508	2.67969759243115	3.12120953480975	3.54502298302682	2.93934464501064	3.11949306918033	3.1806699147418
ADGRE4P	3.22331735408603	2.77067574746177	2.75323956342652	2.99061328221195	2.75032919573398	2.92780077179676	2.71679735851622	2.84413264072184	3.11471583684758	2.82207987095116	2.85822646650134	2.79332099678908	2.53192153861795	2.50038396240958	3.27157115728866	3.29304665242449	3.38637509855046	2.91819429358386
LOC100128573	2.1543127382551	2.23693998192181	2.09226354090844	2.3443972111622	2.22708189495739	1.73879976897259	2.1579643515104	2.46884102396582	1.73668548309555	2.4019996324598	1.92038753298835	2.04999241141796	2.02153802966924	2.37975765636281	2.20716738133084	2.67284054857746	2.49309042620131	2.02262624882862
LYPLA2P2	3.35870150881659	3.79964226962277	3.43408876415967	3.99428956690324	4.06995392217384	4.59437856905436	3.32499052511865	2.71661729554962	3.61584085124245	3.69792339637515	3.88478322298358	3.84231599628295	4.01244770779069	4.44808921031597	3.84527451611571	4.31830106310852	3.66726324701409	4.39966201603751
RAB11B-AS1	4.24733407112289	3.93028215092778	3.96602693251027	4.47397105180454	4.30102162432638	4.14183498022518	3.56931715482963	3.18685973487244	3.73622390235326	4.02311121752675	4.15731231863019	3.63648267154322	4.0174894892428	3.86492970590484	4.34933668094783	3.29200345732459	3.41624143802768	3.80170894325568
ILF3-AS1	2.89057335958375	2.53904442056915	2.67519527983483	3.33209510379912	2.99533869772828	3.301196399029	3.1633710618509	4.19486609691845	4.00916799394156	2.82290624020171	3.13303476595606	3.79355741716795	3.60248014730679	3.33059714821574	3.11206078595183	2.9756825683852	3.27607730545143	3.27412356204217
MIR199A1	1.09154955869745	1.6970179393475	1.98808360998658	1.31095305718552	1.11377051098463	1.98289552767336	1.33199587060535	1.87108543630639	0.755671200429606	1.61538160922474	2.33466707563078	2.0590433433729	1.17654336472074	1.75014802897322	1.35209327766729	1.69052982225948	1.46814735248433	1.99338176032574
MIR7974	2.79323201065955	3.05681036914719	3.13237947151592	2.81518408061966	3.4716907416562	3.38529003129972	2.40476278132523	3.0934638282391	3.39710839834666	3.34840434708394	2.7909416383067	2.75363248900799	2.34327269825029	2.8422190642898	2.94058394834758	3.14443355196003	3.25916922452989	3.01408117553846
HNRNPA1P10	7.1269633703031	7.05520151683628	7.4983236921316	7.48760258769824	7.24151320204757	7.39349640162795	7.03030524719488	6.86891901738981	6.96301319139149	6.84513401945383	7.01743214037132	6.86234323603295	7.46654300613815	7.25265384181703	7.21453052276768	7.11850221023083	7.4986856448815	7.55196086776902
MIR6795	3.74966118516307	2.68600666071419	2.56335273600701	2.74004804234783	2.46119127591101	2.9133398017851	3.1734012898645	3.91502022464203	3.58430397769131	3.27144862696686	3.24526139751776	2.95065831941092	2.65140471270664	3.00593318263615	2.72167381858035	3.82647334857672	3.23338154148447	3.19628399638371
LOC101929124	2.31733750323272	2.00994336073157	2.24788936142692	2.16366315372445	1.83782288588026	2.34322493295008	2.22882981216869	1.9928448331487	2.77041496746869	2.09145484219056	2.56639783435175	2.42773522814859	2.50900007973987	2.00060709677162	1.8332804850162	2.64383918214084	1.96153106059969	2.13442290505234
IPO5P1	2.63625408167552	3.53637107022084	2.80886608492969	3.1176194419204	2.80137759169124	3.05154740505233	3.49179981680474	3.12071996709534	3.46471952748234	3.32152020483028	3.70331851399205	2.88418174914095	3.01029287723918	3.3360991940069	3.03492385069334	3.09140842572986	3.64481570991029	3.09374566485338
LINC01224	1.60115530778698	1.20868477642999	1.34246050300697	1.86609819848125	1.85103612510698	2.0657662977027	1.35482843574648	1.40317821207898	1.81997862763192	1.26337358166899	1.62304500505992	1.21875995829975	1.73964405274249	1.69730091012877	1.30755274399024	1.87749979744022	1.57704729138215	1.67464549788186
HAVCR1P1	1.03019632869635	0.977623526257911	1.61347091096247	1.30309263708955	1.65720170311829	1.04066339544167	1.30047276327425	1.23882987627532	1.30995539034038	0.993408885017178	0.86253409662207	1.55587908208489	1.23333499259591	1.0261856882926	1.26607063064322	0.949597948528244	1.40262018598404	1.57582598682806
LINC00662	5.08442942799709	4.83093534740684	5.17590750957192	4.89946490312994	4.78027159678856	5.00796734058	5.76724290693668	5.50056834789427	5.16642421010734	4.16729667440831	4.25353905459803	4.68023287545402	4.75741248788538	4.47472598555079	4.86179931620646	4.21838225785362	4.41260442599667	4.34565358308096
LOC400684	2.39618231331108	2.90155167028465	1.86559729670649	2.23368544035131	2.20797952900426	2.82151227833016	2.05557871614808	2.01070185084141	2.3510982617008	2.88005143925422	2.46089221512049	2.36365071498925	2.49118740650094	2.41976824444441	2.34459357517667	2.00522709828432	2.55515459124785	2.16527420033976
SCGB1B2P	2.64212225588035	3.55397005885475	2.53908693811197	3.480228941202	2.89574537026395	2.55250920509277	2.00191665002578	2.08619963319299	2.34035087859226	2.83965462610472	2.9618061905625	2.61040682919399	2.60897527662795	3.02490232404085	2.60108735034718	3.1092917249405	2.88353641648259	3.08466688686094
ZNF30-AS1	1.75764471856165	2.69034244709471	2.80052412280491	3.06845013320412	1.97055479935845	2.62203733584075	2.15604458728248	2.77407180908377	2.91244369336754	2.64787376648248	3.00270490081461	2.54269516429182	2.74982449557327	2.1128713678728	2.12912256132832	2.94945844360017	2.46517404991861	2.0634455846944
TMEM147-AS1	2.45948968682943	3.2349800529461	3.76993494827044	3.14475937245005	2.76259303934076	3.31312180813724	2.78707616857479	3.07548924135024	2.71664430262436	3.04121645991816	2.85364695683483	3.41590523933844	2.93687625430725	2.60211501515437	2.9021519061348	2.92540310668972	3.25257992956388	4.01964630366762
LINC01529	1.72529598655963	1.91765315680092	2.69494849210874	1.63338089123517	2.09194162347035	2.36977748458825	1.63066552613856	2.64007573700756	2.91082237765272	1.80823626699087	1.71785001767667	1.97049647601362	2.52094180965174	2.37945474821445	2.6457591436546	2.356169594767	2.41398588564167	2.62578564447547
LINC01534	2.5993626254442	3.18830624907226	3.04470263999189	3.20517887433748	3.06771408615637	3.26519544876667	3.88341215452775	3.94463023707489	3.84224822747954	3.52309441545449	3.25946458105038	3.41566806837518	2.85168082936771	3.28877726728738	3.01992870285425	3.15390173068587	2.58324711221469	2.62130032391487
